match_id,blue_win,blue_top_champion_name,blue_jungle_champion_name,blue_mid_champion_name,blue_adc_champion_name,blue_support_champion_name,red_top_champion_name,red_jungle_champion_name,red_mid_champion_name,red_adc_champion_name,red_support_champion_name,blue_avg_rank,red_avg_rank,blue_avg_recent_wr,red_avg_recent_wr,blue_avg_mastery,red_avg_mastery
EUN1_3929557938,1,Garen,Shyvana,Fizz,MissFortune,Lux,Heimerdinger,LeeSin,Mel,Jinx,Seraphine,0.0,0.0,0.46,0.48,163704.0,364038.8
EUN1_3931707696,0,Mordekaiser,Nocturne,Varus,Caitlyn,Mel,Darius,Khazix,Syndra,Ashe,Thresh,0.0,0.0,0.5,0.66,83673.2,76744.4
EUN1_3925330385,0,Yorick,Amumu,Naafiri,Veigar,Sona,Kayn,Shyvana,Vex,Smolder,Morgana,0.0,0.0,0.52,0.6,79224.0,203727.2
EUN1_3930137865,0,DrMundo,MasterYi,Yone,MissFortune,Pantheon,Gwen,Jax,Mel,Yunara,Seraphine,0.0,0.0,0.42,0.5,283850.4,53160.4
EUN1_3924163229,0,Trundle,Volibear,Yasuo,Vayne,Karma,Urgot,Hecarim,Viktor,Veigar,Senna,0.0,0.0,0.4,0.42,139539.6,102993.4
EUN1_3931991426,1,Volibear,Shyvana,Katarina,Ashe,Senna,Jax,Viego,Sylas,Kaisa,Zyra,0.0,0.0,0.6,0.42,1763481.6,27218.8
EUN1_3931676648,0,Kled,Teemo,Volibear,Jhin,Velkoz,Olaf,Warwick,Yasuo,Jinx,Lux,0.0,0.0,0.44,0.5,124712.0,229841.8
EUN1_3931185549,0,Yone,Warwick,Katarina,Tristana,Lux,Volibear,Viego,Mel,Jhin,Brand,0.0,0.0,0.38,0.46,81348.4,81404.4
EUN1_3931586400,1,Mordekaiser,Naafiri,Ekko,Smolder,Anivia,Yone,Briar,Xerath,Vayne,Malphite,0.0,0.0,0.54,0.56,43091.4,129774.0
EUN1_3931633181,1,Heimerdinger,Kayn,Lissandra,Caitlyn,Yuumi,Mordekaiser,Warwick,Diana,Smolder,Lux,0.0,0.0,0.5,0.38,1335689.6,183424.0
EUN1_3931747769,0,Malphite,MasterYi,Akshan,Kaisa,Ziggs,Sylas,Jax,Malzahar,Jinx,Velkoz,0.0,0.0,0.44,0.5,54241.0,316485.2
EUN1_3921143504,1,Garen,Hecarim,Veigar,KogMaw,Pyke,Varus,Kayn,Zed,Lucian,Morgana,0.0,0.0,0.44,0.5,185094.0,46454.2
EUN1_3929768919,0,Garen,Nunu,Xerath,Jinx,Morgana,Chogath,MasterYi,Akali,Draven,Nami,0.0,0.0,0.66,0.34,38272.2,49515.0
EUN1_3856112002,0,Sett,Sylas,Vex,Jinx,Thresh,Renekton,XinZhao,Xerath,Seraphine,Zyra,0.0,0.0,0.32,0.6,261584.2,84866.4
EUN1_3931810626,1,Yorick,MasterYi,Mel,Jinx,Swain,Jax,Warwick,Xerath,Jhin,Brand,0.0,0.0,0.48,0.52,270459.8,411909.6
EUN1_3931732920,1,TahmKench,Nunu,Fizz,MissFortune,Leona,Malzahar,Malphite,Vex,Xayah,Nautilus,0.0,0.0,0.54,0.38,534514.2,40653.4
EUN1_3930229505,0,Chogath,Nunu,Sylas,Jhin,Morgana,Urgot,Shaco,Ahri,Jinx,Soraka,0.0,0.0,0.4,0.54,41549.4,37056.4
EUN1_3927081885,0,Heimerdinger,Viego,Diana,Samira,Nautilus,Irelia,XinZhao,Akali,Tristana,TahmKench,0.0,0.0,0.4,0.56,58303.8,1806038.4
EUN1_3865395110,1,Darius,Warwick,Sylas,Yunara,Morgana,Yorick,Riven,Briar,MasterYi,Lux,0.0,0.0,0.44,0.42,165131.2,195195.6
EUN1_3931826369,1,Renekton,Zaahen,Veigar,Vayne,Thresh,Jax,Sylas,Yone,MissFortune,Pyke,0.0,0.0,0.52,0.48,102873.0,30213.6
EUN1_3920728315,1,Mordekaiser,Talon,Naafiri,Caitlyn,Zyra,Kayle,Khazix,Neeko,Varus,Nautilus,0.0,0.0,0.46,0.46,135405.4,44242.0
EUN1_3931629075,0,Trundle,Ekko,Jinx,Xayah,Morgana,Nasus,Rengar,Naafiri,Samira,Zyra,0.0,0.0,0.46,0.52,106844.8,191873.8
EUN1_3890726395,1,Fiora,Belveth,Fizz,Kaisa,Shaco,Udyr,Zed,Orianna,Ezreal,Nautilus,0.0,0.0,0.52,0.5,128962.0,107356.8
EUN1_3931698549,0,DrMundo,Sejuani,Yasuo,Tristana,Malphite,Zed,Kayn,Galio,Nilah,Leona,0.0,0.0,0.56,0.52,201270.4,91424.2
EUN1_3930621441,1,Yasuo,Hecarim,Aurora,Caitlyn,Lux,Mordekaiser,Kayn,Mel,Ezreal,Karma,0.0,0.0,0.66,0.46,163017.2,135106.2
EUN1_3921087085,0,Chogath,Nunu,MonkeyKing,Bard,Shaco,Sett,Skarner,Irelia,Caitlyn,Seraphine,0.0,0.0,0.36,0.46,41711.0,36092.0
EUN1_3931037563,1,Mordekaiser,Shyvana,MasterYi,Xayah,Neeko,Jax,Amumu,Irelia,Jinx,Swain,0.0,0.0,0.48,0.44,292587.2,270295.0
EUN1_3931782506,0,Teemo,Shaco,MasterYi,MissFortune,TahmKench,Sett,Jax,Yone,Draven,Neeko,0.0,0.0,0.48,0.52,91159.8,58634.2
EUN1_3931671521,0,Illaoi,Naafiri,Veigar,Yasuo,Thresh,TahmKench,Khazix,Katarina,Caitlyn,Zyra,0.0,0.0,0.46,0.56,105143.2,200325.0
EUN1_3931271092,1,Zaahen,Renekton,Ahri,Ashe,Leona,Mordekaiser,Kayn,Malzahar,Caitlyn,Braum,0.0,0.0,0.5,0.46,11883.0,73519.6
EUN1_3928873506,0,Malphite,JarvanIV,Yasuo,MissFortune,Leona,TahmKench,Belveth,Leblanc,Vayne,Ezreal,0.0,0.0,0.38,0.48,116691.6,64571.4
EUN1_3931977737,0,Olaf,Sejuani,Lux,Caitlyn,Shen,Sett,Graves,Veigar,Mel,Nami,0.0,0.0,0.445,0.64,90465.2,102525.4
EUN1_3929587710,0,Yone,Shyvana,Akali,Tristana,Brand,Ornn,Volibear,Yasuo,MissFortune,Morgana,0.0,0.0,0.46,0.42,99519.2,249311.6
EUN1_3928929084,0,Illaoi,Khazix,Akali,Samira,Nautilus,Garen,Warwick,Talon,Lucian,Lux,0.0,0.0,0.4,0.54,45990.4,81429.0
EUN1_3931832977,1,Yorick,LeeSin,Pantheon,Samira,Neeko,Tryndamere,Ekko,Yasuo,Vayne,Nami,0.0,0.0,0.48,0.48,312073.6,65750.2
EUN1_3931665248,0,Heimerdinger,Rengar,Diana,Ezreal,TahmKench,MasterYi,Evelynn,Talon,Aphelios,Ashe,0.0,0.0,0.62,0.6,92345.0,328131.2
EUN1_3931820114,1,Sett,Shyvana,Ahri,Varus,Morgana,Quinn,Khazix,Swain,Tristana,Brand,0.0,0.0,0.34,0.42,245382.0,124185.6
EUN1_3930925861,0,Yone,MasterYi,Irelia,Samira,Thresh,Darius,Kayn,Ahri,Lucian,Rell,0.0,0.0,0.52,0.56,81919.8,130832.6
EUN1_3931768051,0,Singed,Viego,Yone,Caitlyn,Nautilus,Heimerdinger,MasterYi,Naafiri,MissFortune,Swain,0.0,0.0,0.54,0.54,52998.2,85200.0
EUN1_3924634668,0,DrMundo,MasterYi,Diana,Tristana,Seraphine,Fiora,Volibear,Sylas,Ezreal,Lux,0.0,0.0,0.44,0.38,390445.6,183277.2
EUN1_3931605466,1,Yone,Lillia,Mel,MissFortune,TahmKench,Shen,Amumu,Naafiri,Caitlyn,Morgana,0.0,0.0,0.44,0.5,315272.2,96140.0
EUN1_3929206405,1,Mordekaiser,Warwick,Yasuo,Smolder,Hwei,FiddleSticks,Hecarim,Ornn,Veigar,Nautilus,0.0,0.0,0.44,0.34,259478.6,138538.4
EUN1_3930912578,0,Garen,Zed,Yone,MissFortune,Lux,Sett,MasterYi,Xerath,Caitlyn,Ashe,0.0,0.0,0.72,0.46,387634.0,382097.0
EUN1_3856104565,1,Darius,Jax,Lux,Ezreal,Soraka,Sylas,Diana,Shen,Twitch,Pyke,0.0,0.0,0.52,0.52,252518.6,311943.6
EUN1_3930832245,0,Darius,Sylas,Diana,Ezreal,Seraphine,Chogath,Malphite,Yasuo,MissFortune,Zyra,0.0,0.0,0.52,0.46,65416.2,440056.6
EUN1_3930879869,1,DrMundo,Ekko,Naafiri,MissFortune,Pyke,Heimerdinger,Kindred,Ahri,Ashe,Swain,0.0,0.0,0.46,0.5,102236.2,141923.0
EUN1_3931812704,0,Mordekaiser,Shyvana,Aurora,MissFortune,Nami,Aatrox,Viego,Lux,Jinx,Mel,0.0,0.0,0.4,0.54,89906.8,101785.2
EUN1_3931644351,1,Yone,Ekko,Mel,Caitlyn,Milio,Irelia,Naafiri,Karthus,MissFortune,Lux,0.0,0.0,0.4,0.4457,40270.4,58609.2
EUN1_3931323247,0,Ornn,Rammus,Mel,Swain,Milio,Illaoi,MasterYi,Ekko,Caitlyn,AurelionSol,0.0,0.0,0.42,0.44,22163.6,175429.6
EUN1_3922491345,0,Vayne,Shyvana,Ahri,MissFortune,Morgana,Jinx,Kindred,Veigar,Tristana,Blitzcrank,0.0,0.0,0.42,0.38,138082.2,146472.4
EUN1_3930508919,0,Yone,Viego,Diana,Varus,Braum,Kled,Amumu,Akshan,Draven,Morgana,0.0,0.0,0.48,0.44,80540.2,151017.8
EUN1_3930793425,0,Chogath,Shyvana,Malzahar,Twitch,Neeko,Renekton,Warwick,Fizz,Tristana,Thresh,0.0,0.0,0.4333,0.26,64421.2,111080.8
EUN1_3932056792,1,Heimerdinger,Pantheon,Lux,MissFortune,Morgana,Ashe,Volibear,Irelia,Samira,Mel,0.0,0.0,0.5,0.48,447288.4,36585.0
EUN1_3913043916,1,Vladimir,Darius,Shen,Caitlyn,Lux,Sett,Diana,Neeko,Jhin,Swain,0.0,0.0,0.48,0.54,170752.6,124378.0
EUN1_3848743173,1,Irelia,LeeSin,Hwei,Ashe,Poppy,Brand,Kayn,MissFortune,Caitlyn,Nautilus,0.0,0.0,0.36,0.36,221404.8,375458.8
EUN1_3932181180,0,Quinn,Sylas,Nasus,Senna,Blitzcrank,Sett,Amumu,Yasuo,Twitch,Xerath,0.0,0.0,0.38,0.64,50098.4,90593.4
EUN1_3931938785,1,Vayne,Vi,Veigar,Tristana,Thresh,Kayn,MasterYi,Ahri,Ashe,Seraphine,0.0,0.0,0.46,0.56,168278.0,88129.4
EUN1_3925971572,0,Malphite,Tryndamere,Diana,Syndra,Seraphine,Yone,Jax,Irelia,Jhin,Teemo,0.0,0.0,0.58,0.5,236718.0,164526.6
EUN1_3931766942,0,Zaahen,Rengar,Mel,MissFortune,Lux,Gnar,Warwick,Orianna,Caitlyn,Sona,0.0,0.0,0.54,0.48,99906.8,97826.8
EUN1_3931898671,1,DrMundo,Jax,Yasuo,Twitch,AurelionSol,Shen,Naafiri,Zed,Tristana,Zilean,0.0,0.0,0.46,0.5,324444.4,178416.6
EUN1_3932048497,0,Gragas,Darius,Yasuo,Yunara,Nami,Akali,Jax,Viktor,Jhin,Swain,0.0,0.0,0.42,0.54,220256.2,281550.0
EUN1_3916277414,1,Singed,Amumu,Orianna,Jinx,Galio,Darius,Viego,Yasuo,Swain,Maokai,0.0,0.0,0.56,0.5,102081.2,193686.4
EUN1_3925944874,1,Kayle,Jax,Irelia,Tristana,Shen,Tryndamere,Viego,Yone,Yunara,Thresh,0.0,0.0,0.5,0.52,263840.0,46999.6
EUN1_3930656714,0,Varus,Sylas,Yasuo,Ashe,Blitzcrank,Tryndamere,Kindred,Yone,Samira,Morgana,0.0,0.0,0.38,0.58,858344.2,728409.6
EUN1_3931790036,0,Gwen,Zac,Vladimir,MissFortune,Neeko,Teemo,Sejuani,Lux,Twitch,Pyke,0.0,0.0,0.52,0.48,58607.8,567581.0
EUN1_3932235258,0,Mordekaiser,Shyvana,Zed,Draven,Xerath,Volibear,Kindred,Veigar,MissFortune,Zyra,0.0,0.0,0.38,0.44,193615.0,103542.2
EUN1_3932245147,0,LeeSin,Jax,Malzahar,Smolder,Brand,Garen,Diana,Lissandra,Jhin,Leona,0.0,0.0,0.58,0.5,78378.8,208639.6
EUN1_3930941396,1,Garen,Warwick,Sylas,Tristana,Leona,TahmKench,MasterYi,Akshan,Yunara,Lux,0.0,0.0,0.38,0.48,274667.2,113715.4
EUN1_3929828271,0,Ornn,Trundle,Ahri,Veigar,Lulu,Chogath,Warwick,Ryze,Ziggs,Janna,0.0,0.0,0.5,0.5,66016.4,22504.4
EUN1_3844598457,0,Kled,Kayn,Zoe,Caitlyn,Morgana,Sett,Khazix,Irelia,MissFortune,Blitzcrank,0.0,0.0,0.36,0.5,107798.6,45417.0
EUN1_3923194305,0,Mordekaiser,Warwick,Lissandra,Xayah,Nami,Nasus,Amumu,Yasuo,MissFortune,Seraphine,0.0,0.0,0.48,0.52,333889.0,132769.4
EUN1_3927379598,0,Fiora,DrMundo,Akali,Ezreal,Karma,Vayne,Hecarim,Diana,Caitlyn,Braum,0.0,0.0,0.54,0.5,80255.4,144568.6
EUN1_3916346276,1,Yone,MasterYi,Mel,Ezreal,Lux,Darius,Volibear,Syndra,Jhin,Morgana,0.0,0.0,0.44,0.26,156168.8,52121.0
EUN1_3928373142,1,Singed,Evelynn,Veigar,MissFortune,Seraphine,TahmKench,DrMundo,Lux,Smolder,Brand,0.0,0.0,0.5,0.48,294757.8,79635.6
EUN1_3932102116,1,Volibear,Viego,Ekko,Ashe,Veigar,Tryndamere,Khazix,Xerath,Jhin,Lux,0.0,0.0,0.48,0.44,99104.2,64379.0
EUN1_3932082065,0,Yone,Kayn,Mel,Jinx,Pantheon,Shen,Viego,Veigar,Jhin,Thresh,0.0,0.0,0.54,0.44,47562.0,48155.8
EUN1_3932236604,0,Vayne,Nocturne,Mel,Varus,Yuumi,Tryndamere,Orianna,Malzahar,Draven,Lux,0.0,0.0,0.54,0.6533,178364.4,99545.8
EUN1_3926747452,0,Mordekaiser,Jax,Yone,MissFortune,Pyke,Olaf,Lillia,Neeko,Tristana,Malphite,0.0,0.0,0.42,0.44,153849.6,196614.4
EUN1_3931116524,1,Nasus,Volibear,Diana,Caitlyn,Morgana,Veigar,Malphite,Malzahar,MissFortune,Lux,0.0,0.0,0.46,0.42,110829.2,242536.8
EUN1_3931751377,1,Yasuo,Amumu,Lux,Caitlyn,Nautilus,Shen,Vi,Katarina,Xayah,TahmKench,0.0,0.0,0.46,0.48,271547.0,121738.2
EUN1_3930281952,1,Jax,MasterYi,Yasuo,Caitlyn,Velkoz,Zaahen,Viego,Yone,Vayne,Brand,0.0,0.0,0.48,0.54,570785.0,34144.4
EUN1_3930054221,1,Yorick,Graves,MissFortune,Lux,Morgana,Teemo,Kayn,Ahri,Caitlyn,Sona,0.0,0.0,0.58,0.44,29506.4,252174.0
EUN1_3931858513,0,Vladimir,Shyvana,Xerath,Caitlyn,TahmKench,Heimerdinger,Amumu,Quinn,MissFortune,Leona,0.0,0.0,0.36,0.5,148707.2,171501.2
EUN1_3918063026,1,Kayle,Jax,Gragas,Seraphine,Nami,Mordekaiser,Gwen,Ahri,MissFortune,Pantheon,0.0,0.0,0.52,0.62,54431.2,126214.8
EUN1_3931220650,0,Kled,Ambessa,Yasuo,Kaisa,Senna,Tryndamere,Kayn,Katarina,Veigar,Neeko,0.0,0.0,0.54,0.54,78702.8,52123.2
EUN1_3931177795,0,Teemo,Yorick,Ezreal,MissFortune,Chogath,Mordekaiser,Hecarim,Mel,Ashe,Neeko,0.0,0.0,0.62,0.48,185587.6,66488.4
EUN1_3915818702,1,Vayne,LeeSin,Talon,MissFortune,Lux,Quinn,Shaco,Qiyana,Tristana,Morgana,0.0,0.0,0.42,0.48,327072.6,62501.4
EUN1_3921539595,1,Garen,Karthus,Katarina,MissFortune,Sona,Ornn,MasterYi,Ahri,Veigar,Lux,0.0,0.0,0.7,0.36,112514.0,47062.0
EUN1_3931217489,0,TahmKench,Volibear,Leblanc,Ziggs,Pyke,Malphite,Shaco,Vex,Jhin,Seraphine,0.0,0.0,0.4,0.58,111732.2,92504.0
EUN1_3928675672,0,Gnar,Viego,Veigar,Tristana,TahmKench,Yone,Shaco,Fizz,Caitlyn,Zyra,0.0,0.0,0.46,0.46,27851.2,51493.6
EUN1_3931821305,1,Teemo,Warwick,Zed,Caitlyn,Blitzcrank,Heimerdinger,Kayn,Yasuo,Kaisa,Lux,0.0,0.0,0.44,0.42,137997.6,198149.6
EUN1_3931626525,0,Heimerdinger,Viego,Yasuo,Ashe,Lux,Urgot,Nocturne,Malphite,MissFortune,Mel,0.0,0.0,0.42,0.6,733252.6,185550.2
EUN1_3916448474,0,Teemo,DrMundo,Katarina,Ashe,Morgana,Warwick,Nidalee,Naafiri,Caitlyn,Zoe,0.0,0.0,0.44,0.46,91717.6,75404.6
EUN1_3916473879,1,Zaahen,FiddleSticks,Jhin,MissFortune,Morgana,Renekton,Amumu,Ahri,Mel,Galio,0.0,0.0,0.48,0.48,554809.2,65627.4
EUN1_3923173040,0,Volibear,XinZhao,Ahri,Ziggs,Nami,Jax,Maokai,Diana,Tristana,Yuumi,0.0,0.0,0.4,0.56,104183.0,113940.0
EUN1_3923010016,0,Vayne,Karthus,Annie,Samira,Lux,Chogath,Khazix,AurelionSol,Twitch,Seraphine,0.0,0.0,0.44,0.52,141994.4,31875.4
EUN1_3920465193,0,Mordekaiser,Kindred,Gwen,Twitch,Quinn,Teemo,Warwick,Lux,MissFortune,Leblanc,0.0,0.0,0.38,0.54,42965.4,301116.4
EUN1_3921225439,0,Jax,Irelia,Xayah,Shaco,Vayne,Teemo,Kayn,Xerath,Heimerdinger,Mel,0.0,0.0,0.38,0.48,82194.6,590791.0
EUN1_3930135129,0,Kayn,Nocturne,Cassiopeia,Zeri,Lulu,Yorick,Shyvana,Yasuo,Ashe,Neeko,0.0,0.0,0.46,0.48,80141.6,298699.0
EUN1_3932129546,0,TahmKench,Shyvana,Viktor,Caitlyn,Lux,DrMundo,Taliyah,Naafiri,Ziggs,Mel,0.0,0.0,0.54,0.56,84235.2,133919.6
EUN1_3931045175,0,Yasuo,MasterYi,AurelionSol,Ashe,Seraphine,Malphite,Zyra,Syndra,Jinx,Braum,0.0,0.0,0.56,0.48,1050897.2,148001.8
EUN1_3932019217,0,Poppy,LeeSin,Taliyah,Xayah,Mel,Darius,Volibear,Velkoz,MissFortune,Swain,0.0,0.0,0.44,0.42,137573.4,417810.2
EUN1_3920836678,1,Irelia,Viego,Diana,Caitlyn,Neeko,DrMundo,Rengar,Zed,Kalista,Pantheon,0.0,0.0,0.52,0.5,89282.4,36091.4
EUN1_3931085939,0,TahmKench,Shaco,Veigar,Annie,Mel,Yone,Shyvana,Katarina,Ashe,Morgana,0.0,0.0,0.56,0.56,100398.2,548216.4
EUN1_3930893625,1,Singed,Shaco,Ziggs,Sivir,Malphite,Gangplank,Ekko,Yone,Samira,Seraphine,0.0,0.0,0.52,0.34,2473216.0,43005.4
EUN1_3932123098,1,Jax,Viego,Fizz,MissFortune,Lux,Rengar,Kayn,Zoe,Brand,Pantheon,0.0,0.0,0.44,0.48,68840.8,100885.0
EUN1_3931396681,0,Aatrox,MasterYi,Katarina,Jinx,Nautilus,Malphite,Volibear,Yone,Varus,Lux,0.0,0.0,0.5,0.34,190025.2,49055.6
EUN1_3932154625,1,Sion,Shyvana,Naafiri,Caitlyn,Teemo,Yasuo,Pantheon,Veigar,Vayne,Lux,0.0,0.0,0.5,0.54,133980.4,55857.0
EUN1_3929458593,1,Akali,Shaco,Vladimir,Twitch,Blitzcrank,Irelia,Volibear,Lux,Jhin,Zyra,0.0,0.0,0.46,0.42,160926.8,219479.4
EUN1_3931715853,1,Renekton,Khazix,Lux,Caitlyn,Seraphine,Teemo,Warwick,Ekko,Ezreal,Brand,0.0,0.0,0.48,0.48,72866.8,356360.8
EUN1_3924900740,1,Urgot,Lillia,Yone,Caitlyn,Leona,Zac,Jax,Naafiri,Yunara,Malphite,0.0,0.0,0.52,0.56,92531.4,69426.2
EUN1_3932209986,0,Varus,Darius,Sylas,Ezreal,Yuumi,Yone,Viego,Diana,Draven,Nami,0.0,0.0,0.62,0.42,83854.0,186426.2
EUN1_3931483145,1,Veigar,Khazix,Ahri,Ezreal,Brand,Urgot,Viego,Diana,KogMaw,Leona,0.0,0.0,0.52,0.52,97612.6,427728.6
EUN1_3931862281,0,Illaoi,Amumu,Akali,MissFortune,Velkoz,Teemo,Trundle,Katarina,Draven,Mel,0.0,0.0,0.4,0.48,261508.4,54995.8
EUN1_3931817868,1,KSante,Kindred,Akshan,Smolder,Lux,Olaf,Amumu,Mel,MissFortune,Zyra,0.0,0.0,0.46,0.36,209945.8,279250.2
EUN1_3931860525,1,Garen,DrMundo,Mel,Jinx,Lux,TahmKench,Warwick,Yasuo,Zeri,Renata,0.0,0.0,0.44,0.48,128090.0,95316.0
EUN1_3931305506,0,Shen,Lillia,Ekko,Lucian,Seraphine,Mordekaiser,FiddleSticks,Ahri,MissFortune,Morgana,0.0,0.0,0.44,0.46,95338.0,160310.6
EUN1_3931287342,1,Velkoz,Viego,Malzahar,Smolder,Nautilus,Yasuo,Malphite,Irelia,MissFortune,Zilean,0.0,0.0,0.46,0.54,62106.4,325781.6
EUN1_3931221176,1,Darius,Shyvana,Diana,MissFortune,Mel,Jax,Warwick,Fizz,Ziggs,Swain,0.0,0.0,0.38,0.44,41337.0,47712.8
EUN1_3932169159,0,XinZhao,Lillia,Zyra,Xayah,Pyke,Garen,Warwick,Leblanc,Lucian,Zoe,0.0,0.0,0.6,0.62,185057.2,354797.0
EUN1_3930988047,0,Kayle,Shyvana,Ekko,Ashe,Nautilus,Poppy,Nocturne,Annie,Tristana,Lux,0.0,0.0,0.52,0.5,90611.2,60808.6
EUN1_3930933007,0,Ambessa,Rengar,Zed,Caitlyn,Leona,Teemo,DrMundo,Diana,Jhin,Elise,0.0,0.0,0.46,0.56,164587.0,430019.4
EUN1_3917824038,0,Kled,FiddleSticks,Akali,Ezreal,Mel,Mordekaiser,MasterYi,Naafiri,Lucian,Ornn,0.0,0.0,0.54,0.4,108789.6,68725.8
EUN1_3927673137,1,Yone,Tryndamere,Lissandra,Ezreal,Teemo,Chogath,Amumu,Zed,Smolder,Pyke,0.0,0.0,0.4,0.44,317227.8,32108.2
EUN1_3931816540,0,Renekton,Evelynn,Xerath,Jhin,Nautilus,Irelia,Viego,Yone,Caitlyn,Sona,0.0,0.0,0.42,0.42,51841.6,33152.0
EUN1_3923051366,0,Garen,Khazix,Zed,Ashe,Ahri,Jayce,Kayn,Yasuo,Jinx,Brand,0.0,0.0,0.66,0.38,43453.4,467974.0
EUN1_3925872197,1,Nasus,Jax,Akali,Caitlyn,Leona,Garen,Tryndamere,Naafiri,Teemo,Veigar,0.0,0.0,0.46,0.58,205306.0,114247.4
EUN1_3931272451,1,Mordekaiser,Pantheon,Veigar,MissFortune,Lux,Jax,MasterYi,Yasuo,Yunara,TahmKench,0.0,0.0,0.46,0.54,458017.0,106592.0
EUN1_3931249286,0,Lillia,MasterYi,Veigar,Ziggs,Poppy,Mordekaiser,Nunu,Zed,MissFortune,Milio,0.0,0.0,0.48,0.38,196869.2,178857.2
EUN1_3932100961,1,Garen,Briar,Yone,Caitlyn,Ashe,Sett,Diana,Veigar,Draven,Mel,0.0,0.0,0.48,0.66,465454.8,89632.8
EUN1_3931366172,1,Teemo,Diana,Yone,Jax,Lux,DrMundo,Khazix,Veigar,Kaisa,Leona,0.0,0.0,0.54,0.44,1600382.2,119919.6
EUN1_3931759109,0,Yone,Kayn,Diana,Samira,Lux,Malphite,Shyvana,Brand,Draven,Blitzcrank,0.0,0.0,0.42,0.52,27996.0,35783.6
EUN1_3931778273,1,Varus,MasterYi,Galio,Kaisa,Neeko,Irelia,Nocturne,Fizz,MissFortune,Leona,0.0,0.0,0.52,0.5,92606.4,84150.4
EUN1_3929932039,1,Illaoi,Diana,Vladimir,Jinx,Rell,Nasus,Pyke,Naafiri,Kalista,Vex,0.0,0.0,0.42,0.42,217927.4,68118.8
EUN1_3918151502,0,Malphite,Viego,Gragas,Velkoz,Morgana,Teemo,Warwick,Yone,Jhin,Nami,0.0,0.0,0.3867,0.42,110467.4,89550.2
EUN1_3931428732,0,Darius,Warwick,Zed,Samira,Mel,Trundle,Volibear,Ziggs,Tristana,Leona,0.0,0.0,0.5,0.34,195024.8,75181.6
EUN1_3927273714,1,DrMundo,Trundle,Diana,Draven,Blitzcrank,Garen,XinZhao,AurelionSol,Caitlyn,Sona,0.0,0.0,0.6,0.42,232252.6,87212.6
EUN1_3932021878,0,Urgot,Shaco,Naafiri,Vayne,Seraphine,Mordekaiser,MasterYi,Xerath,Caitlyn,Morgana,0.0,0.0,0.54,0.46,513402.4,284745.8
EUN1_3932030967,0,Garen,MasterYi,Orianna,Tristana,Poppy,Karthus,Amumu,Yasuo,MissFortune,Seraphine,0.0,0.0,0.3644,0.6,515426.0,290627.4
EUN1_3893576214,0,LeeSin,Zac,Irelia,Draven,Milio,Zaahen,DrMundo,Vex,Nilah,Nami,0.0,0.0,0.54,0.46,193227.2,33192.2
EUN1_3931655914,0,Tryndamere,Shyvana,Katarina,Smolder,Lux,Teemo,Shaco,Yone,Jinx,Pyke,0.0,0.0,0.3,0.42,117502.8,92855.4
EUN1_3931288966,0,Illaoi,Warwick,Katarina,Aphelios,Morgana,Teemo,Shyvana,Malzahar,Draven,Xerath,0.0,0.0,0.52,0.48,102686.4,51631.6
EUN1_3931785226,0,Sion,Jax,Ahri,Smolder,Karma,Riven,Khazix,Zed,MissFortune,Morgana,0.0,0.0,0.46,0.5,35633.2,118452.6
EUN1_3932096850,0,Heimerdinger,Belveth,Veigar,Tristana,Seraphine,Olaf,Warwick,Ahri,MissFortune,Sona,0.0,0.0,0.48,0.52,17713.2,125756.4
EUN1_3932028142,0,Jax,Hecarim,Mel,Caitlyn,Morgana,Darius,Viego,Ekko,Jhin,Seraphine,0.0,0.0,0.5,0.48,57155.8,107295.2
EUN1_3931993145,1,Sett,Hecarim,Diana,Kaisa,Lux,Malphite,Lissandra,Yasuo,Tristana,Lulu,0.0,0.0,0.48,0.62,163587.0,262191.0
EUN1_3927283749,1,Urgot,Kayn,Brand,Varus,Swain,Sett,Sylas,Yone,Ezreal,Karma,0.0,0.0,0.44,0.4467,1276894.6,188841.4
EUN1_3931658898,0,Gwen,Shaco,Fizz,MissFortune,Morgana,Jax,Viego,Veigar,Vayne,Zoe,0.0,0.0,0.48,0.5,48699.6,243782.2
EUN1_3929935803,0,Garen,XinZhao,Ekko,Jinx,Pantheon,Volibear,Zac,Diana,Caitlyn,Milio,0.0,0.0,0.58,0.5,97409.6,87611.8
EUN1_3916440014,0,Volibear,Shaco,Fizz,MissFortune,Sona,Garen,FiddleSticks,Lissandra,Ashe,Zyra,0.0,0.0,0.42,0.32,30421.0,1067164.6
EUN1_3924197620,1,Yone,Malphite,Vex,Kaisa,Milio,Varus,Volibear,Ahri,Veigar,DrMundo,0.0,0.0,0.44,0.48,125235.6,75954.8
EUN1_3927985775,0,Maokai,Trundle,Tristana,Caitlyn,Morgana,Yorick,Briar,Naafiri,Smolder,Lux,0.0,0.0,0.44,0.6,114452.2,113663.0
EUN1_3931796909,1,Gnar,Diana,Fizz,Jinx,Neeko,Vayne,Jax,Yone,Kaisa,Morgana,0.0,0.0,0.36,0.54,79954.4,80365.4
EUN1_3931785480,1,TahmKench,Volibear,Yasuo,Jhin,Rakan,Zaahen,Nasus,Veigar,Zeri,Lulu,0.0,0.0,0.48,0.52,126462.4,68092.4
