match_id,blue_win,blue_top_champion_name,blue_jungle_champion_name,blue_mid_champion_name,blue_adc_champion_name,blue_support_champion_name,red_top_champion_name,red_jungle_champion_name,red_mid_champion_name,red_adc_champion_name,red_support_champion_name,blue_avg_rank,red_avg_rank,blue_avg_recent_wr,red_avg_recent_wr,blue_avg_mastery,red_avg_mastery
EUN1_3924229279,0,Jax,MasterYi,Malzahar,MissFortune,Velkoz,Singed,Evelynn,Viktor,Vayne,Soraka,0.0,0.0,0.48,0.48,1147621.6,80143.0
EUN1_3918528864,1,Sett,Sylas,Zed,Samira,Neeko,Kayle,Tryndamere,Gragas,Jinx,Blitzcrank,0.0,0.0,0.42,0.54,167990.2,182691.0
EUN1_3915338878,0,Sion,Nocturne,Sylas,Jhin,Blitzcrank,Jax,Shaco,Ryze,Smolder,Seraphine,0.0,0.0,0.48,0.38,70255.2,66011.6
EUN1_3917753670,1,Mordekaiser,Khazix,Malzahar,Kaisa,Mel,Jax,MasterYi,Veigar,Draven,Soraka,0.0,0.0,0.52,0.5,54786.0,38692.2
EUN1_3931084410,1,Yone,Jax,Lux,MissFortune,Anivia,Sion,Khazix,Veigar,Jinx,Morgana,0.0,0.0,0.46,0.38,204346.4,185163.0
EUN1_3929483766,0,Chogath,Warwick,Ahri,Jhin,Leona,Darius,Nautilus,Zed,Smolder,Lux,0.0,0.0,0.38,0.58,19034.8,114109.6
EUN1_3931723770,0,Garen,Viego,Leblanc,MissFortune,Thresh,Riven,Kayn,Malzahar,Jhin,Soraka,0.0,0.0,0.46,0.6,149001.4,174630.0
EUN1_3931594291,0,Shen,Shaco,Lissandra,Jhin,Pantheon,Ambessa,MonkeyKing,Mel,Caitlyn,Seraphine,0.0,0.0,0.42,0.28,239607.2,97859.6
EUN1_3918721387,1,Vayne,Lillia,Veigar,Samira,Renata,Yasuo,JarvanIV,Zed,Jinx,Soraka,0.0,0.0,0.54,0.42,35297.8,145234.0
EUN1_3932061550,0,DrMundo,Gragas,Xerath,MissFortune,Lulu,Kennen,JarvanIV,Akali,Nilah,Taric,0.0,0.0,0.44,0.48,424793.0,47960.6
EUN1_3931327959,1,Garen,Zed,Veigar,MissFortune,Seraphine,Trundle,Nocturne,Fizz,Caitlyn,Morgana,0.0,0.0,0.5,0.5,108636.4,166074.8
EUN1_3931404646,1,Darius,Lillia,Diana,Senna,Blitzcrank,Trundle,Shyvana,Vex,Kalista,Nautilus,0.0,0.0,0.46,0.5,66636.2,45811.8
EUN1_3931770020,1,Teemo,Evelynn,Annie,Jhin,Morgana,Darius,Shyvana,Fizz,Lucian,Yuumi,0.0,0.0,0.44,0.28,172775.8,1352479.4
EUN1_3910025252,1,Yorick,XinZhao,Yasuo,Veigar,Soraka,Sett,Briar,Naafiri,Ezreal,Morgana,0.0,0.0,0.42,0.56,107444.0,128556.4
EUN1_3918218424,0,Jax,Twitch,Yasuo,Yunara,Pyke,Mordekaiser,Hecarim,Zed,Ziggs,Amumu,0.0,0.0,0.44,0.38,98537.6,104938.4
EUN1_3931259634,0,Mordekaiser,Evelynn,Lux,MissFortune,Seraphine,Malphite,Viego,Ziggs,Aphelios,Nautilus,0.0,0.0,0.62,0.38,238926.8,119631.0
EUN1_3930461606,0,Jayce,Khazix,Veigar,MissFortune,Zoe,Volibear,Ekko,Malzahar,Ashe,Seraphine,0.0,0.0,0.44,0.54,71599.0,118351.4
EUN1_3927997671,0,Yone,Amumu,Yasuo,Smolder,Lux,Jax,Volibear,Zoe,Ashe,Leona,0.0,0.0,0.42,0.38,24691.4,135185.2
EUN1_3932064975,1,Yone,Amumu,Vex,KogMaw,Soraka,Yasuo,Jax,Akali,Samira,Seraphine,0.0,0.0,0.52,0.52,291304.0,120430.6
EUN1_3913150507,1,Vladimir,Viego,Kassadin,Mel,Blitzcrank,Mordekaiser,Zac,Irelia,Vayne,Morgana,0.0,0.0,0.42,0.54,172567.0,35888.2
EUN1_3930338534,1,Yone,Diana,Zed,MissFortune,Sona,Sett,MasterYi,Ekko,Caitlyn,Seraphine,0.0,0.0,0.64,0.48,82560.2,52799.0
EUN1_3916558376,0,Gwen,Twitch,Heimerdinger,Xayah,Mel,Teemo,Amumu,Mordekaiser,Jhin,Lux,0.0,0.0,0.34,0.52,73879.8,42341.4
EUN1_3713318577,0,Jax,Kayn,Jayce,Vayne,Nami,Nasus,Graves,Lissandra,Ashe,Thresh,0.0,0.0,0.56,0.42,400781.8,345920.0
EUN1_3931107678,0,Teemo,Kayn,Zoe,MissFortune,Sona,Kayle,Diana,Veigar,Vayne,Mel,0.0,0.0,0.48,0.42,37390.0,119795.8
EUN1_3931757806,0,Sion,Nunu,Diana,Samira,Morgana,Darius,MasterYi,Heimerdinger,MissFortune,Senna,0.0,0.0,0.54,0.4,154489.0,120860.4
EUN1_3931490109,1,Sett,Malphite,Zed,Jinx,Seraphine,TahmKench,Hecarim,Teemo,Ashe,Lux,0.0,0.0,0.54,0.5,430141.4,98704.2
EUN1_3930020675,0,Singed,Hecarim,Xerath,Jinx,Mel,Kayle,Khazix,Malzahar,Tristana,Zyra,0.0,0.0,0.54,0.64,51102.6,19172.0
EUN1_3931277378,1,Pantheon,Shyvana,Zoe,Tristana,Mel,Darius,Lillia,Diana,Vayne,Yuumi,0.0,0.0,0.56,0.6,52495.6,43313.8
EUN1_3931385845,0,Kayle,Kindred,Zoe,Lucian,Lux,Malphite,Amumu,Akali,Jinx,Morgana,0.0,0.0,0.54,0.48,93642.0,207330.6
EUN1_3855743813,0,Ornn,Warwick,Lux,Xayah,Milio,DrMundo,XinZhao,Sylas,Kaisa,Pyke,0.0,0.0,0.64,0.48,176380.6,101355.6
EUN1_3931369144,1,Malphite,Nocturne,Veigar,Ashe,Nautilus,Yorick,Volibear,Akali,MissFortune,Leona,0.0,0.0,0.6,0.44,88107.2,130645.4
EUN1_3919385803,1,Jax,Graves,Karma,Jinx,Xerath,Sett,Viego,Anivia,Caitlyn,Zyra,0.0,0.0,0.52,0.48,101032.0,30193.0
EUN1_3920439042,0,TahmKench,Evelynn,Zed,Jhin,Nami,Warwick,Rengar,Irelia,Ashe,Lux,0.0,0.0,0.42,0.52,571791.6,170573.6
EUN1_3925276149,0,Nasus,Nocturne,Akali,Aphelios,Senna,Chogath,Vi,Xerath,Lucian,Alistar,0.0,0.0,0.44,0.42,84443.2,129424.4
EUN1_3923479863,0,Ornn,MasterYi,Sylas,Caitlyn,Leona,Kayle,Khazix,Ahri,Corki,Nami,0.0,0.0,0.56,0.54,121751.6,108383.4
EUN1_3931239343,1,Nasus,Shaco,Yasuo,Xayah,Seraphine,Garen,Pantheon,Galio,Syndra,Renata,0.0,0.0,0.6,0.44,53186.0,258089.2
EUN1_3924790782,1,Ornn,Karthus,Yasuo,MissFortune,Lux,Chogath,Jax,Zed,Caitlyn,Shaco,0.0,0.0,0.44,0.38,95034.4,292256.0
EUN1_3930952913,0,Teemo,MasterYi,Zoe,Caitlyn,Senna,Aatrox,JarvanIV,Veigar,Jhin,Morgana,0.0,0.0,0.38,0.34,193228.8,49104.8
EUN1_3931995258,1,Volibear,Mordekaiser,Yone,MissFortune,Seraphine,Riven,MonkeyKing,Diana,Tristana,Morgana,0.0,0.0,0.52,0.5,45593.2,87931.6
EUN1_3929016481,1,Gwen,Viego,Akali,MissFortune,Swain,Yorick,Briar,Sion,Kindred,Lux,0.0,0.0,0.54,0.44,31660.2,124671.2
EUN1_3865213621,0,Zaahen,Neeko,Kassadin,Tryndamere,Lux,Vladimir,Jax,Malzahar,Caitlyn,Seraphine,0.0,0.0,0.48,0.46,102371.2,87069.2
EUN1_3865188970,0,Darius,Twitch,Lux,Cassiopeia,Teemo,Heimerdinger,Shaco,Syndra,Jinx,Velkoz,0.0,0.0,0.48,0.42,374143.4,178961.4
EUN1_3932065744,0,DrMundo,Shyvana,Qiyana,Ezreal,Nautilus,TahmKench,Zed,Akali,Jhin,Nami,0.0,0.0,0.52,0.5,16442.2,156920.2
EUN1_3931476531,1,Tryndamere,Jax,Fizz,Kaisa,Lulu,Ornn,Volibear,Malzahar,Jinx,Sona,0.0,0.0,0.52,0.54,26217.2,146811.0
EUN1_3931579482,0,Nasus,Graves,Hwei,Jinx,TahmKench,Yorick,Viego,Yone,Jhin,Anivia,0.0,0.0,0.46,0.4,71617.0,33652.0
EUN1_3917831172,1,Sett,MasterYi,Naafiri,Draven,Taliyah,Mordekaiser,Warwick,Twitch,Ashe,TahmKench,0.0,0.0,0.38,0.395,37214.6,37613.6
EUN1_3930270300,0,Heimerdinger,Kayn,Hwei,Vayne,Blitzcrank,Nasus,Shyvana,Viktor,Jinx,Mel,0.0,0.0,0.42,0.6,71627.4,30325.4
EUN1_3911226823,0,Quinn,Khazix,Yasuo,Ziggs,Brand,Darius,Volibear,Seraphine,MasterYi,Lux,0.0,0.0,0.4,0.38,100950.0,157017.6
EUN1_3929458692,1,Teemo,Naafiri,Ahri,Twitch,Mel,Malphite,Nocturne,Brand,KogMaw,Seraphine,0.0,0.0,0.38,0.44,34726.2,126236.8
EUN1_3920412000,0,Illaoi,Khazix,Syndra,Kaisa,Lux,Jayce,Jax,Naafiri,Vayne,Seraphine,0.0,0.0,0.4,0.54,163270.2,37541.6
EUN1_3928800470,1,Mordekaiser,Zaahen,Lux,Caitlyn,Blitzcrank,Aatrox,Kayn,Sylas,Jinx,Morgana,0.0,0.0,0.34,0.42,229753.6,138695.0
EUN1_3926497577,0,Shen,Kayn,Yasuo,Jhin,Swain,Jax,Shyvana,Mel,Jinx,Bard,0.0,0.0,0.58,0.42,243841.4,48261.2
EUN1_3927891884,0,Chogath,Nidalee,Leblanc,Jinx,Lux,Veigar,Viego,Ekko,MissFortune,Thresh,0.0,0.0,0.54,0.34,779775.6,166167.8
EUN1_3931897751,0,Teemo,Nocturne,MissFortune,Caitlyn,Sona,Yasuo,Hecarim,Akali,Kaisa,Braum,0.0,0.0,0.52,0.52,302983.0,167607.2
EUN1_3916138025,0,Mordekaiser,Viego,Zed,Cassiopeia,Leona,Kayle,Kayn,Yasuo,Smolder,TahmKench,0.0,0.0,0.44,0.36,99418.8,217247.8
EUN1_3930990637,1,Sion,Viego,Velkoz,Jhin,Lux,Chogath,Udyr,Veigar,Tristana,Mel,0.0,0.0,0.46,0.5,85954.8,67117.0
EUN1_3929051265,1,Darius,Kayn,Teemo,Vayne,Blitzcrank,Malphite,Nocturne,Veigar,Xayah,TahmKench,0.0,0.0,0.36,0.56,186690.8,42452.8
EUN1_3929976495,0,Sett,MasterYi,Veigar,MissFortune,Lux,TahmKench,Jax,Katarina,Caitlyn,Mel,0.0,0.0,0.58,0.46,370790.2,78398.8
EUN1_3929950668,0,Vayne,Warwick,Syndra,Samira,Mel,Sion,Evelynn,Naafiri,Kaisa,Lux,0.0,0.0,0.44,0.52,106986.2,563823.4
EUN1_3880990345,0,Volibear,Kindred,Veigar,Vayne,Braum,Illaoi,MasterYi,Zed,Aphelios,Swain,0.0,0.0,0.6,0.46,115749.8,386517.0
EUN1_3931666828,1,Kayle,Vi,Annie,Tristana,Neeko,KSante,Viego,Vex,Caitlyn,Pantheon,0.0,0.0,0.44,0.46,59573.2,83454.0
EUN1_3921325789,1,Darius,Trundle,Aurora,Samira,Rell,Yone,Jax,Taliyah,Ashe,Nami,0.0,0.0,0.54,0.46,7892.0,60893.4
EUN1_3922929831,1,Teemo,Sylas,Ziggs,MissFortune,Nami,Sett,Viego,Malphite,Vayne,Morgana,0.0,0.0,0.52,0.48,133590.6,247267.0
EUN1_3855719139,0,Jayce,Nocturne,Xerath,Jinx,Milio,Sett,Qiyana,Akali,Aphelios,Lulu,0.0,0.0,0.56,0.48,96545.4,64523.0
EUN1_3926257550,1,Olaf,Viego,Yasuo,Tristana,Mel,Sett,Lillia,Sion,Varus,Swain,0.0,0.0,0.44,0.56,196032.6,44966.8
EUN1_3931420420,1,Senna,Nasus,Fizz,Jhin,Mel,Darius,JarvanIV,Taliyah,Aphelios,Leona,0.0,0.0,0.38,0.68,76100.0,46082.8
EUN1_3931354588,0,Tryndamere,Hecarim,Sylas,Ashe,Skarner,Malphite,Rengar,Veigar,Ezreal,Senna,0.0,0.0,0.5,0.4,53852.0,68024.8
EUN1_3931386251,0,TahmKench,Shyvana,Lux,Caitlyn,Shen,Garen,Tryndamere,Naafiri,Jinx,Morgana,0.0,0.0,0.46,0.54,127185.8,106903.0
EUN1_3931129029,0,Sion,Kayn,Smolder,Twitch,Neeko,Renekton,FiddleSticks,Ahri,Sivir,Ashe,0.0,0.0,0.58,0.42,28198.8,924273.6
EUN1_3915903074,1,Vayne,Viego,Viktor,MissFortune,Nautilus,Varus,Sylas,Ahri,Jhin,Morgana,0.0,0.0,0.52,0.18,246143.2,77037.2
EUN1_3929747485,0,TahmKench,Viego,Zed,Varus,Yuumi,Sett,Graves,Jhin,Caitlyn,FiddleSticks,0.0,0.0,0.6,0.4,61573.0,77295.4
EUN1_3931648936,1,Riven,Darius,Jayce,Vayne,Pyke,Kayle,Viego,Akshan,Yunara,Teemo,0.0,0.0,0.46,0.5,453246.8,102337.4
EUN1_3930857259,1,Illaoi,MasterYi,Zed,MissFortune,Leona,Vayne,Rammus,Vex,Jinx,Morgana,0.0,0.0,0.4,0.56,229031.4,43625.6
EUN1_3930925182,0,Chogath,Ekko,Neeko,MasterYi,Brand,Garen,Nunu,Ahri,Ezreal,Lulu,0.0,0.0,0.52,0.58,146902.0,114828.4
EUN1_3918233929,1,Teemo,Twitch,Xerath,Caitlyn,Seraphine,Rammus,Warwick,Naafiri,Lucian,Pyke,0.0,0.0,0.4,0.32,218530.8,145978.0
EUN1_3932100040,1,Yone,Briar,Brand,MissFortune,Karma,Mordekaiser,Ekko,Kassadin,Ashe,Rell,0.0,0.0,0.44,0.5,95388.8,1707256.8
EUN1_3927965568,0,Quinn,Volibear,Irelia,MissFortune,Brand,Shen,Warwick,Lillia,Ezreal,Seraphine,0.0,0.0,0.48,0.52,51580.4,187386.6
EUN1_3931742301,1,Fiora,Hecarim,Orianna,Caitlyn,Xerath,Irelia,MonkeyKing,Lux,Ashe,Soraka,0.0,0.0,0.4,0.56,70345.6,671988.8
EUN1_3929100341,0,Teemo,Graves,Yone,Veigar,Mel,Yorick,Viego,Katarina,Sivir,TahmKench,0.0,0.0,0.4,0.54,38492.2,18144.4
EUN1_3931200253,0,Garen,Viego,Zed,Caitlyn,Zoe,Mordekaiser,Jax,Yasuo,MissFortune,Morgana,0.0,0.0,0.48,0.42,14380.2,104662.8
EUN1_3930697773,1,Chogath,Nocturne,Yone,Jhin,Nami,Urgot,Shyvana,Galio,Smolder,Seraphine,0.0,0.0,0.5,0.52,26827.4,54809.2
EUN1_3931246127,0,Jax,Lillia,Mel,MissFortune,Lux,Mordekaiser,Nasus,Xerath,Nilah,Pantheon,0.0,0.0,0.44,0.42,54627.0,34767.6
EUN1_3931945678,1,Akshan,Nocturne,Yone,MissFortune,Lux,Malphite,Briar,Akali,Caitlyn,Ezreal,0.0,0.0,0.38,0.34,100322.2,17613.6
EUN1_3932141060,0,Yone,Viego,Diana,Sivir,Lux,Briar,Zed,Mel,MissFortune,Senna,0.0,0.0,0.6,0.52,36385.8,41096.2
EUN1_3930578432,1,Yorick,Warwick,Ahri,Caitlyn,Yuumi,Yone,Nunu,Zed,Ziggs,Malphite,0.0,0.0,0.42,0.5,125331.4,146556.6
EUN1_3932062421,0,Akali,Shyvana,Naafiri,Ezreal,Swain,Volibear,Sylas,Yone,Jhin,Brand,0.0,0.0,0.5,0.42,307609.0,173539.8
EUN1_3931002487,1,Graves,Hecarim,Ekko,Twitch,Nautilus,Garen,Viego,Diana,Pantheon,Seraphine,0.0,0.0,0.38,0.42,22144.6,189646.4
EUN1_3931172846,0,Chogath,Talon,Leblanc,KogMaw,Lulu,Jax,MasterYi,Ahri,Caitlyn,Lux,0.0,0.0,0.46,0.48,221036.8,96822.2
EUN1_3928886487,1,Zac,Kayn,MonkeyKing,Ezreal,Milio,Sion,MasterYi,Cassiopeia,Vayne,Nasus,0.0,0.0,0.52,0.56,63205.6,81787.2
EUN1_3919435234,1,Warwick,Rengar,Chogath,Samira,TahmKench,Mordekaiser,Karthus,Kassadin,Jhin,Pantheon,0.0,0.0,0.42,0.34,39362.6,59711.8
EUN1_3931309645,1,Tryndamere,Shaco,AurelionSol,Nilah,Seraphine,Gnar,Nocturne,Vex,Neeko,Morgana,0.0,0.0,0.38,0.57,38375.4,45492.8
EUN1_3917065978,0,Singed,XinZhao,Veigar,Tristana,Rakan,Quinn,Ekko,Ryze,Caitlyn,Hwei,0.0,0.0,0.2,0.5,24117.8,612784.2
EUN1_3916410533,0,Teemo,LeeSin,Yasuo,Xayah,Morgana,Yorick,Vi,Lissandra,Draven,Lux,0.0,0.0,0.36,0.66,139351.4,207306.2
EUN1_3931939074,1,Ashe,Warwick,Leblanc,Samira,Heimerdinger,Kayle,Kayn,Ahri,MissFortune,Chogath,0.0,0.0,0.52,0.4,195073.2,136103.6
EUN1_3931090049,0,Yasuo,Jax,Ahri,Ziggs,Pyke,MonkeyKing,Briar,Zed,Ashe,Seraphine,0.0,0.0,0.44,0.58,83543.6,37374.2
EUN1_3931743015,0,Heimerdinger,Diana,Zed,Caitlyn,Brand,Malphite,Tryndamere,Veigar,Jinx,Lux,0.0,0.0,0.6,0.56,78458.2,160701.0
EUN1_3931889990,0,Kayn,Graves,Hwei,Tristana,Lux,Darius,Shyvana,Qiyana,Draven,Seraphine,0.0,0.0,0.48,0.5,37972.2,38079.8
EUN1_3932231275,1,Kayle,Hecarim,Smolder,Caitlyn,Morgana,Darius,XinZhao,Xerath,Samira,Lux,0.0,0.0,0.5,0.46,49636.2,62830.6
EUN1_3927648954,0,Ahri,Hecarim,Akshan,Orianna,Blitzcrank,Yasuo,Jax,Akali,MissFortune,Veigar,0.0,0.0,0.46,0.62,70240.8,112701.4
EUN1_3932172878,0,Yone,MasterYi,Akali,MissFortune,Blitzcrank,DrMundo,Kayn,Vex,Lucian,Morgana,0.0,0.0,0.48,0.5,151799.6,34885.8
EUN1_3931646165,0,Mordekaiser,Ekko,Yone,Veigar,Nami,Teemo,Amumu,Annie,Yunara,Malphite,0.0,0.0,0.48,0.52,87272.0,54789.8
EUN1_3932078977,0,Yone,Sylas,Xerath,Corki,Lux,Mordekaiser,Viego,Ahri,Tristana,Karma,0.0,0.0,0.46,0.52,30437.2,314745.0
EUN1_3927597853,0,Zaahen,Jax,Akali,Kaisa,Seraphine,Shen,LeeSin,Veigar,Zeri,Nami,0.0,0.0,0.48,0.46,216469.8,159454.2
EUN1_3930067746,0,Chogath,MasterYi,Senna,Tristana,Seraphine,Mordekaiser,Shyvana,Yasuo,Caitlyn,Morgana,0.0,0.0,0.44,0.48,17533.0,92736.0
EUN1_3930599398,0,Heimerdinger,DrMundo,AurelionSol,Teemo,Lux,Olaf,Shyvana,Naafiri,Twitch,Mel,0.0,0.0,0.4,0.44,239647.0,137851.4
EUN1_3932226476,1,Illaoi,Viego,Ahri,Yunara,Thresh,Kayle,LeeSin,Veigar,Smolder,Morgana,0.0,0.0,0.6,0.4,261144.6,93204.6
EUN1_3932046973,0,Riven,Ekko,Ahri,Jinx,Blitzcrank,Volibear,Kayn,Fizz,Ezreal,Seraphine,0.0,0.0,0.4943,0.5,50658.6,236916.2
EUN1_3932213671,0,Nasus,Viego,Kassadin,Tristana,Neeko,Heimerdinger,Nocturne,Vex,Ezreal,Morgana,0.0,0.0,0.48,0.46,127876.0,108175.8
EUN1_3931949457,0,Camille,Zaahen,Diana,Jhin,Xerath,Yone,Amumu,Akali,Smolder,Leona,0.0,0.0,0.5,0.54,98140.8,278825.2
EUN1_3924249661,1,Kayle,Briar,Diana,Ashe,Sona,Jax,Sylas,Malzahar,Caitlyn,Morgana,0.0,0.0,0.4,0.36,80069.4,86605.0
EUN1_3917054876,1,Ambessa,Warwick,Lissandra,Caitlyn,TahmKench,Yone,Khazix,Veigar,MissFortune,Leona,0.0,0.0,0.56,0.4,319653.4,139071.2
EUN1_3713299530,1,Kayle,MonkeyKing,Katarina,Zeri,Thresh,KSante,Graves,Lissandra,Caitlyn,Lux,0.0,0.0,0.44,0.44,125717.4,169276.4
EUN1_3917841790,0,Sett,Shaco,Zed,Tristana,Xerath,Urgot,MasterYi,Vladimir,MissFortune,Taliyah,0.0,0.0,0.46,0.58,61805.8,214964.0
EUN1_3931682241,0,Neeko,Warwick,Mel,Lucian,Zyra,Yasuo,Shyvana,Diana,Samira,Lux,0.0,0.0,0.54,0.46,329480.2,133700.0
EUN1_3915323746,0,Darius,MasterYi,Yasuo,Yunara,Nami,Kayle,Diana,Sylas,Tristana,Morgana,0.0,0.0,0.44,0.5,245292.0,127770.6
EUN1_3931209670,0,Garen,Kayn,Sett,Jinx,Nautilus,Yone,Warwick,Riven,Quinn,Lux,0.0,0.0,0.56,0.48,131267.2,168358.8
EUN1_3930180482,0,Pantheon,Evelynn,Mel,Lucian,Yuumi,Vladimir,Mordekaiser,Brand,Viego,Senna,0.0,0.0,0.48,0.3133,39549.4,219792.2
EUN1_3932204382,1,Yorick,Volibear,Zed,MissFortune,Nami,Teemo,Nocturne,Vladimir,Caitlyn,Sion,0.0,0.0,0.42,0.48,306246.2,47181.8
EUN1_3917363660,0,Trundle,DrMundo,Ryze,Vayne,Mel,Zaahen,Ambessa,Syndra,Caitlyn,Morgana,0.0,0.0,0.52,0.46,322652.8,40744.4
EUN1_3931631057,1,Mordekaiser,Singed,Yasuo,Aphelios,Blitzcrank,Zaahen,Sylas,Kayle,Kaisa,Seraphine,0.0,0.0,0.5,0.4,132104.2,183328.8
EUN1_3927646003,1,Irelia,Vi,Yasuo,Tristana,Lux,Zed,MasterYi,Ahri,Kaisa,Mel,0.0,0.0,0.54,0.52,184529.6,36474.0
EUN1_3929650684,1,Mordekaiser,LeeSin,Gragas,Qiyana,Malphite,Volibear,MasterYi,Yasuo,Nilah,Neeko,0.0,0.0,0.4,0.52,142289.4,539521.4
EUN1_3931320108,0,Jax,MasterYi,Xerath,MissFortune,Malphite,Singed,Kayn,Malzahar,Brand,Lux,0.0,0.0,0.46,0.36,147713.6,134535.0
EUN1_3931669248,1,Garen,Shyvana,Sylas,MissFortune,Thresh,Yorick,Briar,Akali,Jhin,Neeko,0.0,0.0,0.56,0.58,61141.4,39381.2
EUN1_3929922605,1,Illaoi,FiddleSticks,Katarina,Xayah,Rakan,Warwick,Zaahen,Aurora,Nilah,Yuumi,0.0,0.0,0.42,0.52,190768.0,133864.8
EUN1_3921019284,1,Mordekaiser,Shaco,Orianna,Yasuo,Nautilus,DrMundo,Rammus,Veigar,MissFortune,Seraphine,0.0,0.0,0.54,0.4,48072.0,1579526.0
EUN1_3912460786,1,Gragas,Viego,Akali,Smolder,Blitzcrank,Irelia,Briar,Diana,Tristana,Mel,0.0,0.0,0.34,0.46,100288.6,170090.2
EUN1_3931192925,0,Shen,Trundle,Rakan,Lucian,Morgana,Varus,Kayn,XinZhao,MissFortune,Soraka,0.0,0.0,0.56,0.52,70690.6,350794.2
EUN1_3927116103,1,Chogath,Jax,Veigar,Smolder,Karthus,Sett,Warwick,AurelionSol,Vayne,Soraka,0.0,0.0,0.6,0.34,91508.2,205559.8
EUN1_3930617805,0,Nasus,Viego,Kayn,MissFortune,Karma,Trundle,Zaahen,Yasuo,Caitlyn,Brand,0.0,0.0,0.48,0.44,51598.6,39353.2
EUN1_3932065886,0,Sett,Viego,Vex,Jhin,Leona,Nasus,Hecarim,Zed,MissFortune,Lux,0.0,0.0,0.5,0.5,91875.2,212372.2
EUN1_3928559552,1,Darius,Nocturne,Lissandra,Jhin,Morgana,Sett,Lillia,Brand,Vayne,Nautilus,0.0,0.0,0.46,0.48,180837.0,147350.2
EUN1_3917412232,1,Kled,Rengar,Ahri,Ezreal,Bard,Fiora,Khazix,Ryze,Kaisa,Xerath,0.0,0.0,0.48,0.22,104541.4,153687.6
EUN1_3931474621,1,Heimerdinger,Zed,Yone,Zeri,Anivia,Ziggs,Zaahen,Katarina,MissFortune,Pyke,0.0,0.0,0.56,0.5,26590.0,67188.4
EUN1_3931927454,1,Illaoi,Jax,Veigar,MissFortune,Leona,Yone,Kayn,Katarina,Jinx,Lux,0.0,0.0,0.52,0.34,193568.6,57448.8
EUN1_3930979076,0,Chogath,Nasus,Fizz,Jinx,Pyke,Shen,MonkeyKing,Mel,Twitch,Blitzcrank,0.0,0.0,0.44,0.48,197662.8,60452.0
EUN1_3932063002,0,Garen,Khazix,Xerath,Ashe,Morgana,Illaoi,Aatrox,Nasus,Caitlyn,Leona,0.0,0.0,0.44,0.3,39414.8,34402.4
EUN1_3932011282,0,Darius,Diana,Yone,Kaisa,Bard,Renekton,Shyvana,Naafiri,Tristana,Morgana,0.0,0.0,0.42,0.42,28642.6,126202.0
EUN1_3930953912,0,Teemo,MasterYi,Irelia,Caitlyn,Pyke,Darius,Jax,Lux,Tristana,Zyra,0.0,0.0,0.5,0.54,298665.2,943216.2
EUN1_3932227274,0,Sett,Kayn,Yone,Ashe,Yuumi,Tryndamere,MasterYi,Leblanc,Smolder,TahmKench,0.0,0.0,0.4371,0.46,65037.6,49957.8
EUN1_3912269951,1,Mordekaiser,Kayn,Qiyana,MissFortune,Neeko,Olaf,Lillia,Zoe,Jhin,Senna,0.0,0.0,0.48,0.44,151199.8,18662.8
EUN1_3911143978,0,MonkeyKing,DrMundo,Ryze,MissFortune,Leona,Jax,Zed,Mel,Vayne,Lux,0.0,0.0,0.52,0.52,79444.2,393382.4
EUN1_3931660139,0,Velkoz,Sylas,Caitlyn,Morgana,Yasuo,Sett,Nocturne,Veigar,MissFortune,Brand,0.0,0.0,0.56,0.36,408949.4,64644.6
EUN1_3931868641,0,Tryndamere,Shaco,Vex,Ezreal,Nautilus,Teemo,Shyvana,Akali,Caitlyn,Poppy,0.0,0.0,0.52,0.46,42672.2,37026.0
EUN1_3929946279,0,Sett,Shyvana,Lux,Jinx,TahmKench,Chogath,XinZhao,Ahri,Ashe,Seraphine,0.0,0.0,0.52,0.56,656257.2,128423.2
EUN1_3930847800,1,Mordekaiser,DrMundo,Swain,Jhin,Brand,Garen,Kayn,Leblanc,Lucian,Zyra,0.0,0.0,0.54,0.46,49262.6,298935.0
EUN1_3931626305,0,Olaf,LeeSin,Malzahar,Kayle,Mel,Jax,Warwick,Xerath,Caitlyn,TahmKench,0.0,0.0,0.4,0.48,28440.0,83001.0
EUN1_3930073775,1,Kayle,Diana,Fizz,Jhin,Velkoz,Shyvana,Rengar,Leblanc,Samira,Nami,0.0,0.0,0.52,0.42,358027.2,297596.0
EUN1_3927613557,0,Mordekaiser,Ambessa,Yone,Brand,Swain,Teemo,MasterYi,Velkoz,MissFortune,Morgana,0.0,0.0,0.42,0.48,31172.0,414881.4
EUN1_3932191895,0,Jax,Volibear,Lux,Lucian,Morgana,Ornn,Nocturne,Brand,Kaisa,Bard,0.0,0.0,0.5711,0.6,82872.8,62696.4
EUN1_3927385475,0,Veigar,Evelynn,Galio,Xayah,Bard,Yone,Jax,Irelia,Kaisa,Sona,0.0,0.0,0.54,0.48,87952.6,67445.0
EUN1_3928860722,1,Aatrox,Gwen,Jayce,Vayne,Nunu,Gangplank,Shaco,Diana,Lucian,Nami,0.0,0.0,0.44,0.58,166837.2,122358.6
EUN1_3924315153,1,Yone,LeeSin,Akshan,Caitlyn,Morgana,Urgot,Diana,Akali,Samira,Yuumi,0.0,0.0,0.58,0.56,28393.8,151252.4
EUN1_3931292088,0,Mordekaiser,Jax,Syndra,Varus,Karma,Malphite,Nunu,Xerath,Smolder,Morgana,0.0,0.0,0.54,0.36,114161.6,56151.8
