match_id,blue_win,blue_top_champion_name,blue_jungle_champion_name,blue_mid_champion_name,blue_adc_champion_name,blue_support_champion_name,red_top_champion_name,red_jungle_champion_name,red_mid_champion_name,red_adc_champion_name,red_support_champion_name,blue_avg_rank,red_avg_rank,blue_avg_recent_wr,red_avg_recent_wr,blue_avg_mastery,red_avg_mastery,top_matchup_wr,jungle_matchup_wr,mid_matchup_wr,adc_matchup_wr,support_matchup_wr,avg_matchup_wr,rank_diff,recent_wr_diff,mastery_diff
EUN1_3923437477,1,Trundle,JarvanIV,Orianna,MissFortune,Taric,Shen,MasterYi,Ahri,Kaisa,Lux,0.0,0.0,0.46,0.26,16467.8,38084.0,1.0,1.0,0.5,0.625,1.0,0.825,0.0,0.2,-21616.2
EUN1_3931831180,1,Illaoi,Volibear,Yone,Caitlyn,Morgana,Jax,Nunu,Yasuo,Twitch,Lulu,0.0,0.0,0.52,0.48,81372.2,160870.4,0.5,0.5,0.36363636363636365,0.5,1.0,0.5727272727272728,0.0,0.040000000000000036,-79498.2
EUN1_3928264043,1,Malzahar,Malphite,Yasuo,MissFortune,Nautilus,Yone,Volibear,Nunu,Fizz,Seraphine,0.0,0.0,0.38,0.34,159018.2,47175.0,1.0,0.6666666666666666,1.0,1.0,0.5714285714285714,0.8476190476190476,0.0,0.03999999999999998,111843.20000000001
EUN1_3931312575,1,Gangplank,Shyvana,Yasuo,Varus,Blitzcrank,Kayle,Viego,Sylas,Jinx,Lulu,0.0,0.0,0.38,0.62,87274.0,280657.6,1.0,0.5,0.5,1.0,0.5,0.7,0.0,-0.24,-193383.59999999998
EUN1_3932037862,1,Renekton,Talon,Akshan,Jhin,Karma,Jax,Shaco,Ahri,Nilah,Lux,0.0,0.0,0.54,0.46,304237.2,97189.8,1.0,1.0,1.0,1.0,0.5,0.9,0.0,0.08000000000000002,207047.40000000002
EUN1_3932211928,1,Gnar,Shyvana,Malzahar,Ashe,Velkoz,Malphite,Sylas,Diana,Lucian,Mel,0.0,0.0,0.52,0.4422,266615.0,51458.4,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.6,0.0,0.07780000000000004,215156.6
EUN1_3918432203,0,Yone,Kayn,Mel,Lucian,Morgana,Akali,Rammus,Yasuo,Kaisa,Lux,0.0,0.0,0.46,0.42,155072.2,135053.0,0.0,0.0,0.6,0.0,0.52,0.22400000000000003,0.0,0.040000000000000036,20019.20000000001
EUN1_3916392030,0,Yone,Gwen,Yasuo,MissFortune,Seraphine,Pantheon,Belveth,Annie,Nilah,Taric,0.0,0.0,0.52,0.48,63864.8,104987.0,0.0,0.0,0.0,0.14285714285714285,0.6666666666666666,0.1619047619047619,0.0,0.040000000000000036,-41122.2
EUN1_3931953439,1,Nasus,Shyvana,Yasuo,Ashe,Morgana,Garen,Nocturne,Mel,Samira,MissFortune,0.0,0.0,0.4,0.5,47170.4,53899.4,1.0,0.6,0.4,0.6666666666666666,1.0,0.7333333333333333,0.0,-0.09999999999999998,-6729.0
EUN1_3931632803,1,Sett,Briar,Vex,Jinx,Lulu,Darius,Nocturne,Veigar,Caitlyn,Lux,0.0,0.0,0.46,0.48,114574.8,10809.0,0.5,1.0,0.5,0.5882352941176471,0.3333333333333333,0.5843137254901961,0.0,-0.019999999999999962,103765.8
EUN1_3921453469,1,Tristana,DrMundo,Naafiri,Caitlyn,Leona,Tryndamere,Ekko,Mel,Draven,Seraphine,0.0,0.0,0.4,0.44,297199.0,44551.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.25,0.65,0.0,-0.03999999999999998,252648.0
EUN1_3921048848,1,Xayah,DrMundo,Mel,Caitlyn,Seraphine,Gangplank,Hecarim,Veigar,Lucian,Taric,0.0,0.0,0.58,0.48,225638.8,58155.6,1.0,0.5,0.375,0.6666666666666666,0.6666666666666666,0.6416666666666666,0.0,0.09999999999999998,167483.19999999998
EUN1_3932070059,1,Varus,Warwick,Akshan,Jinx,Seraphine,Darius,LeeSin,Yasuo,MissFortune,Lux,0.0,0.0,0.48,0.46,32014.4,374873.8,1.0,1.0,1.0,0.38461538461538464,0.5294117647058824,0.7828054298642534,0.0,0.019999999999999962,-342859.39999999997
EUN1_3932179701,0,Smolder,Shaco,Heimerdinger,Tristana,Leona,Illaoi,Udyr,Yasuo,Aphelios,Neeko,0.0,0.0,0.46,0.52,119190.6,114044.4,0.0,0.0,0.0,0.0,0.5,0.1,0.0,-0.06,5146.200000000012
EUN1_3930039228,1,Nasus,Warwick,Yasuo,Ziggs,Mel,Teemo,Gwen,Ahri,MissFortune,Seraphine,0.0,0.0,0.54,0.48,57976.4,147080.4,0.6666666666666666,1.0,0.9,0.3333333333333333,0.625,0.705,0.0,0.06000000000000005,-89104.0
EUN1_3928662045,1,Jax,Evelynn,Yasuo,Veigar,Senna,Lillia,Nocturne,Zed,Jinx,Lux,0.0,0.0,0.36,0.5,108881.4,142797.8,1.0,1.0,0.5555555555555556,0.6666666666666666,0.5,0.7444444444444444,0.0,-0.14,-33916.399999999994
EUN1_3931154334,1,Vladimir,Zaahen,Xerath,Jhin,Anivia,Gwen,Evelynn,Fizz,MissFortune,Nami,0.0,0.0,0.44,0.44,162889.0,76911.8,1.0,0.5,0.5,0.2727272727272727,1.0,0.6545454545454545,0.0,0.0,85977.2
EUN1_3918104573,0,Mordekaiser,Evelynn,Yasuo,Smolder,Zyra,Kayle,MasterYi,Yone,MissFortune,Veigar,0.0,0.0,0.44,0.5,233628.0,80636.2,0.42857142857142855,0.3333333333333333,0.5,0.2857142857142857,0.0,0.3095238095238095,0.0,-0.06,152991.8
EUN1_3914948438,1,Sett,Kayn,Zed,Twitch,Sylas,Darius,XinZhao,Akali,Caitlyn,Seraphine,0.0,0.0,0.48,0.54,109698.2,31085.8,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.7,0.0,-0.06000000000000005,78612.4
EUN1_3922969827,1,Jax,Evelynn,Tristana,Ashe,Brand,Smolder,Volibear,Annie,Caitlyn,Leona,0.0,0.0,0.42,0.48,151171.4,173064.6,0.5,0.5,1.0,0.5454545454545454,0.6666666666666666,0.6424242424242423,0.0,-0.06,-21893.20000000001
EUN1_3931660876,1,Malzahar,Teemo,Zaahen,Jhin,Milio,Darius,Sylas,Zed,Twitch,Swain,0.0,0.0,0.5,0.68,178946.8,184471.0,1.0,1.0,1.0,0.4,0.5,0.78,0.0,-0.18000000000000005,-5524.200000000012
EUN1_3931703265,0,Nasus,Shaco,Ahri,MissFortune,Milio,Mel,Diana,Yasuo,Ashe,Braum,0.0,0.0,0.54,0.525,94696.6,183373.6,0.0,0.0,0.36363636363636365,0.46153846153846156,0.0,0.16503496503496504,0.0,0.015000000000000013,-88677.0
EUN1_3917808991,0,Illaoi,Ekko,Irelia,Ezreal,Brand,Olaf,MonkeyKing,Mel,Lucian,Blitzcrank,0.0,0.0,0.4,0.3,469366.8,43975.6,0.0,0.0,0.0,0.25,0.0,0.05,0.0,0.10000000000000003,425391.2
EUN1_3917124810,0,AurelionSol,Shaco,Fizz,Smolder,Morgana,Malzahar,Khazix,Annie,Caitlyn,Zilean,0.0,0.0,0.48,0.48,180600.2,203287.2,0.0,0.0,0.6666666666666666,0.4444444444444444,0.0,0.22222222222222224,0.0,0.0,-22687.0
EUN1_3930015088,0,Darius,Viego,Veigar,Varus,Seraphine,Renekton,Sejuani,Aurora,Kaisa,Morgana,0.0,0.0,0.42,0.44,32527.4,394573.4,0.25,0.0,0.0,0.0,0.46153846153846156,0.1423076923076923,0.0,-0.020000000000000018,-362046.0
EUN1_3929111587,1,Chogath,RekSai,Zed,MissFortune,Morgana,Trundle,Jax,Veigar,Draven,Seraphine,0.0,0.0,0.3,0.34,43203.0,922035.6,1.0,1.0,0.4,0.16666666666666666,0.45454545454545453,0.6042424242424242,0.0,-0.040000000000000036,-878832.6
EUN1_3931981632,0,Kayn,Hecarim,Ahri,Caitlyn,Brand,Garen,Elise,Ryze,MissFortune,Amumu,0.0,0.0,0.36,0.42,135080.2,98366.8,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.0,-0.06,36713.40000000001
EUN1_3916240692,1,Velkoz,Zaahen,Ziggs,MissFortune,TahmKench,Chogath,Kayn,AurelionSol,Caitlyn,Seraphine,0.0,0.0,0.38,0.42,89619.0,130094.4,1.0,1.0,1.0,0.6216216216216216,0.6666666666666666,0.8576576576576576,0.0,-0.03999999999999998,-40475.399999999994
EUN1_3932193830,1,Sion,Pantheon,Ahri,Draven,Morgana,Tryndamere,Viego,Zed,Zeri,Shaco,0.0,0.0,0.48,0.46,402595.2,101215.8,1.0,1.0,0.375,1.0,0.3333333333333333,0.7416666666666667,0.0,0.019999999999999962,301379.4
EUN1_3931918519,1,Kayle,Ekko,Yone,MissFortune,Braum,Chogath,Teemo,Yasuo,Jhin,Pyke,0.0,0.0,0.44,0.5,202059.6,184558.6,1.0,1.0,0.36363636363636365,0.5882352941176471,1.0,0.7903743315508022,0.0,-0.06,17501.0
EUN1_3929557938,1,Garen,Shyvana,Fizz,MissFortune,Lux,Heimerdinger,LeeSin,Mel,Jinx,Seraphine,0.0,0.0,0.46,0.48,163704.0,364038.8,0.5,1.0,0.8333333333333334,0.5666666666666667,0.5714285714285714,0.6942857142857143,0.0,-0.019999999999999962,-200334.8
EUN1_3931707696,0,Mordekaiser,Nocturne,Varus,Caitlyn,Mel,Darius,Khazix,Syndra,Ashe,Thresh,0.0,0.0,0.5,0.66,83673.2,76744.4,0.0,0.5,0.0,0.6875,0.0,0.2375,0.0,-0.16000000000000003,6928.800000000003
EUN1_3925330385,0,Yorick,Amumu,Naafiri,Veigar,Sona,Kayn,Shyvana,Vex,Smolder,Morgana,0.0,0.0,0.52,0.6,79224.0,203727.2,0.0,0.0,0.0,0.0,0.4,0.08,0.0,-0.07999999999999996,-124503.20000000001
EUN1_3930137865,0,DrMundo,MasterYi,Yone,MissFortune,Pantheon,Gwen,Jax,Mel,Yunara,Seraphine,0.0,0.0,0.42,0.5,283850.4,53160.4,0.3333333333333333,0.0,0.3333333333333333,0.42857142857142855,0.0,0.21904761904761902,0.0,-0.08000000000000002,230690.00000000003
EUN1_3924163229,0,Trundle,Volibear,Yasuo,Vayne,Karma,Urgot,Hecarim,Viktor,Veigar,Senna,0.0,0.0,0.4,0.42,139539.6,102993.4,0.5,0.6666666666666666,0.0,0.0,0.0,0.2333333333333333,0.0,-0.019999999999999962,36546.20000000001
EUN1_3931991426,1,Volibear,Shyvana,Katarina,Ashe,Senna,Jax,Viego,Sylas,Kaisa,Zyra,0.0,0.0,0.6,0.42,1763481.6,27218.8,0.6666666666666666,0.5,1.0,0.5555555555555556,0.5,0.6444444444444445,0.0,0.18,1736262.8
EUN1_3931676648,0,Kled,Teemo,Volibear,Jhin,Velkoz,Olaf,Warwick,Yasuo,Jinx,Lux,0.0,0.0,0.44,0.5,124712.0,229841.8,0.0,0.0,0.0,0.3,0.3333333333333333,0.12666666666666665,0.0,-0.06,-105129.79999999999
EUN1_3931185549,0,Yone,Warwick,Katarina,Tristana,Lux,Volibear,Viego,Mel,Jhin,Brand,0.0,0.0,0.38,0.46,81348.4,81404.4,0.0,0.6666666666666666,0.25,0.3333333333333333,0.2857142857142857,0.3071428571428571,0.0,-0.08000000000000002,-56.0
EUN1_3931586400,1,Mordekaiser,Naafiri,Ekko,Smolder,Anivia,Yone,Briar,Xerath,Vayne,Malphite,0.0,0.0,0.54,0.56,43091.4,129774.0,0.5,1.0,1.0,1.0,1.0,0.9,0.0,-0.020000000000000018,-86682.6
EUN1_3931633181,1,Heimerdinger,Kayn,Lissandra,Caitlyn,Yuumi,Mordekaiser,Warwick,Diana,Smolder,Lux,0.0,0.0,0.5,0.38,1335689.6,183424.0,1.0,0.6666666666666666,0.5,0.5555555555555556,0.6,0.6644444444444445,0.0,0.12,1152265.6
EUN1_3931747769,0,Malphite,MasterYi,Akshan,Kaisa,Ziggs,Sylas,Jax,Malzahar,Jinx,Velkoz,0.0,0.0,0.44,0.5,54241.0,316485.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.0,-0.06,-262244.2
EUN1_3921143504,1,Garen,Hecarim,Veigar,KogMaw,Pyke,Varus,Kayn,Zed,Lucian,Morgana,0.0,0.0,0.44,0.5,185094.0,46454.2,0.5,0.6666666666666666,0.6,1.0,1.0,0.7533333333333333,0.0,-0.06,138639.8
EUN1_3929768919,0,Garen,Nunu,Xerath,Jinx,Morgana,Chogath,MasterYi,Akali,Draven,Nami,0.0,0.0,0.66,0.34,38272.2,49515.0,0.5,0.0,0.4,0.3333333333333333,0.25,0.2966666666666667,0.0,0.32,-11242.800000000003
EUN1_3856112002,0,Sett,Sylas,Vex,Jinx,Thresh,Renekton,XinZhao,Xerath,Seraphine,Zyra,0.0,0.0,0.32,0.6,261584.2,84866.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27999999999999997,176717.80000000002
EUN1_3931810626,1,Yorick,MasterYi,Mel,Jinx,Swain,Jax,Warwick,Xerath,Jhin,Brand,0.0,0.0,0.48,0.52,270459.8,411909.6,1.0,0.5,0.5,0.4444444444444444,0.5,0.5888888888888889,0.0,-0.040000000000000036,-141449.8
EUN1_3931732920,1,TahmKench,Nunu,Fizz,MissFortune,Leona,Malzahar,Malphite,Vex,Xayah,Nautilus,0.0,0.0,0.54,0.38,534514.2,40653.4,1.0,1.0,0.5,1.0,0.8333333333333334,0.8666666666666666,0.0,0.16000000000000003,493860.79999999993
EUN1_3930229505,0,Chogath,Nunu,Sylas,Jhin,Morgana,Urgot,Shaco,Ahri,Jinx,Soraka,0.0,0.0,0.4,0.54,41549.4,37056.4,0.5,0.6666666666666666,0.2,0.3,0.0,0.3333333333333333,0.0,-0.14,4493.0
EUN1_3927081885,0,Heimerdinger,Viego,Diana,Samira,Nautilus,Irelia,XinZhao,Akali,Tristana,TahmKench,0.0,0.0,0.4,0.56,58303.8,1806038.4,0.0,0.0,0.0,0.2857142857142857,0.5,0.15714285714285714,0.0,-0.16000000000000003,-1747734.5999999999
EUN1_3865395110,1,Darius,Warwick,Sylas,Yunara,Morgana,Yorick,Riven,Briar,MasterYi,Lux,0.0,0.0,0.44,0.42,165131.2,195195.6,1.0,1.0,1.0,1.0,0.52,0.9039999999999999,0.0,0.020000000000000018,-30064.399999999994
EUN1_3931826369,1,Renekton,Zaahen,Veigar,Vayne,Thresh,Jax,Sylas,Yone,MissFortune,Pyke,0.0,0.0,0.52,0.48,102873.0,30213.6,1.0,1.0,0.5,0.5,1.0,0.8,0.0,0.040000000000000036,72659.4
EUN1_3920728315,1,Mordekaiser,Talon,Naafiri,Caitlyn,Zyra,Kayle,Khazix,Neeko,Varus,Nautilus,0.0,0.0,0.46,0.46,135405.4,44242.0,0.42857142857142855,1.0,1.0,0.5,0.6666666666666666,0.719047619047619,0.0,0.0,91163.4
EUN1_3931629075,0,Trundle,Ekko,Jinx,Xayah,Morgana,Nasus,Rengar,Naafiri,Samira,Zyra,0.0,0.0,0.46,0.52,106844.8,191873.8,0.5,0.5,0.0,0.0,0.3333333333333333,0.26666666666666666,0.0,-0.06,-85028.99999999999
EUN1_3890726395,1,Fiora,Belveth,Fizz,Kaisa,Shaco,Udyr,Zed,Orianna,Ezreal,Nautilus,0.0,0.0,0.52,0.5,128962.0,107356.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.020000000000000018,21605.199999999997
EUN1_3931698549,0,DrMundo,Sejuani,Yasuo,Tristana,Malphite,Zed,Kayn,Galio,Nilah,Leona,0.0,0.0,0.56,0.52,201270.4,91424.2,0.0,0.0,0.4,0.0,0.0,0.08,0.0,0.040000000000000036,109846.2
EUN1_3930621441,1,Yasuo,Hecarim,Aurora,Caitlyn,Lux,Mordekaiser,Kayn,Mel,Ezreal,Karma,0.0,0.0,0.66,0.46,163017.2,135106.2,0.5,0.6666666666666666,1.0,0.875,0.3333333333333333,0.675,0.0,0.2,27911.0
EUN1_3921087085,0,Chogath,Nunu,MonkeyKing,Bard,Shaco,Sett,Skarner,Irelia,Caitlyn,Seraphine,0.0,0.0,0.36,0.46,41711.0,36092.0,0.2,0.0,0.0,0.0,0.0,0.04,0.0,-0.10000000000000003,5619.0
EUN1_3931037563,1,Mordekaiser,Shyvana,MasterYi,Xayah,Neeko,Jax,Amumu,Irelia,Jinx,Swain,0.0,0.0,0.48,0.44,292587.2,270295.0,1.0,0.6,1.0,0.5,1.0,0.82,0.0,0.03999999999999998,22292.20000000001
EUN1_3931782506,0,Teemo,Shaco,MasterYi,MissFortune,TahmKench,Sett,Jax,Yone,Draven,Neeko,0.0,0.0,0.48,0.52,91159.8,58634.2,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,-0.040000000000000036,32525.600000000006
EUN1_3931671521,0,Illaoi,Naafiri,Veigar,Yasuo,Thresh,TahmKench,Khazix,Katarina,Caitlyn,Zyra,0.0,0.0,0.46,0.56,105143.2,200325.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.02857142857142857,0.0,-0.10000000000000003,-95181.8
EUN1_3931271092,1,Zaahen,Renekton,Ahri,Ashe,Leona,Mordekaiser,Kayn,Malzahar,Caitlyn,Braum,0.0,0.0,0.5,0.46,11883.0,73519.6,1.0,1.0,0.5,0.5454545454545454,0.5,0.7090909090909091,0.0,0.03999999999999998,-61636.600000000006
EUN1_3928873506,0,Malphite,JarvanIV,Yasuo,MissFortune,Leona,TahmKench,Belveth,Leblanc,Vayne,Ezreal,0.0,0.0,0.38,0.48,116691.6,64571.4,0.3333333333333333,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,-0.09999999999999998,52120.200000000004
EUN1_3931977737,0,Olaf,Sejuani,Lux,Caitlyn,Shen,Sett,Graves,Veigar,Mel,Nami,0.0,0.0,0.445,0.64,90465.2,102525.4,0.5,0.0,0.5,0.0,0.0,0.2,0.0,-0.195,-12060.199999999997
EUN1_3929587710,0,Yone,Shyvana,Akali,Tristana,Brand,Ornn,Volibear,Yasuo,MissFortune,Morgana,0.0,0.0,0.46,0.42,99519.2,249311.6,0.0,0.3333333333333333,0.5,0.4375,0.3333333333333333,0.3208333333333333,0.0,0.040000000000000036,-149792.40000000002
EUN1_3928929084,0,Illaoi,Khazix,Akali,Samira,Nautilus,Garen,Warwick,Talon,Lucian,Lux,0.0,0.0,0.4,0.54,45990.4,81429.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,-0.14,-35438.6
EUN1_3931832977,1,Yorick,LeeSin,Pantheon,Samira,Neeko,Tryndamere,Ekko,Yasuo,Vayne,Nami,0.0,0.0,0.48,0.48,312073.6,65750.2,0.6666666666666666,1.0,0.5,0.5,1.0,0.7333333333333333,0.0,0.0,246323.39999999997
EUN1_3931665248,0,Heimerdinger,Rengar,Diana,Ezreal,TahmKench,MasterYi,Evelynn,Talon,Aphelios,Ashe,0.0,0.0,0.62,0.6,92345.0,328131.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,-235786.2
EUN1_3931820114,1,Sett,Shyvana,Ahri,Varus,Morgana,Quinn,Khazix,Swain,Tristana,Brand,0.0,0.0,0.34,0.42,245382.0,124185.6,1.0,1.0,1.0,1.0,0.5,0.9,0.0,-0.07999999999999996,121196.4
EUN1_3930925861,0,Yone,MasterYi,Irelia,Samira,Thresh,Darius,Kayn,Ahri,Lucian,Rell,0.0,0.0,0.52,0.56,81919.8,130832.6,0.3333333333333333,0.2727272727272727,0.0,0.0,0.5,0.2212121212121212,0.0,-0.040000000000000036,-48912.8
EUN1_3931768051,0,Singed,Viego,Yone,Caitlyn,Nautilus,Heimerdinger,MasterYi,Naafiri,MissFortune,Swain,0.0,0.0,0.54,0.54,52998.2,85200.0,0.0,0.25,0.42857142857142855,0.3333333333333333,0.0,0.20238095238095238,0.0,0.0,-32201.800000000003
EUN1_3924634668,0,DrMundo,MasterYi,Diana,Tristana,Seraphine,Fiora,Volibear,Sylas,Ezreal,Lux,0.0,0.0,0.44,0.38,390445.6,183277.2,0.0,0.2,0.0,0.2,0.5294117647058824,0.18588235294117647,0.0,0.06,207168.39999999997
EUN1_3931605466,1,Yone,Lillia,Mel,MissFortune,TahmKench,Shen,Amumu,Naafiri,Caitlyn,Morgana,0.0,0.0,0.44,0.5,315272.2,96140.0,0.5,1.0,0.5,0.6216216216216216,0.4,0.6043243243243243,0.0,-0.06,219132.2
EUN1_3929206405,1,Mordekaiser,Warwick,Yasuo,Smolder,Hwei,FiddleSticks,Hecarim,Ornn,Veigar,Nautilus,0.0,0.0,0.44,0.34,259478.6,138538.4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09999999999999998,120940.20000000001
EUN1_3930912578,0,Garen,Zed,Yone,MissFortune,Lux,Sett,MasterYi,Xerath,Caitlyn,Ashe,0.0,0.0,0.72,0.46,387634.0,382097.0,0.5,0.0,0.0,0.6216216216216216,0.5,0.3243243243243243,0.0,0.25999999999999995,5537.0
EUN1_3856104565,1,Darius,Jax,Lux,Ezreal,Soraka,Sylas,Diana,Shen,Twitch,Pyke,0.0,0.0,0.52,0.52,252518.6,311943.6,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.7333333333333332,0.0,0.0,-59424.99999999997
EUN1_3930832245,0,Darius,Sylas,Diana,Ezreal,Seraphine,Chogath,Malphite,Yasuo,MissFortune,Zyra,0.0,0.0,0.52,0.46,65416.2,440056.6,0.6666666666666666,0.0,0.8,0.5,0.0,0.39333333333333337,0.0,0.06,-374640.39999999997
EUN1_3930879869,1,DrMundo,Ekko,Naafiri,MissFortune,Pyke,Heimerdinger,Kindred,Ahri,Ashe,Swain,0.0,0.0,0.46,0.5,102236.2,141923.0,1.0,1.0,1.0,0.46153846153846156,0.25,0.7423076923076923,0.0,-0.03999999999999998,-39686.8
EUN1_3931812704,0,Mordekaiser,Shyvana,Aurora,MissFortune,Nami,Aatrox,Viego,Lux,Jinx,Mel,0.0,0.0,0.4,0.54,89906.8,101785.2,0.75,0.5,0.0,0.5666666666666667,0.0,0.36333333333333334,0.0,-0.14,-11878.399999999994
EUN1_3931644351,1,Yone,Ekko,Mel,Caitlyn,Milio,Irelia,Naafiri,Karthus,MissFortune,Lux,0.0,0.0,0.4,0.4457,40270.4,58609.2,1.0,1.0,1.0,0.3333333333333333,1.0,0.8666666666666668,0.0,-0.04569999999999996,-18338.799999999996
EUN1_3931323247,0,Ornn,Rammus,Mel,Swain,Milio,Illaoi,MasterYi,Ekko,Caitlyn,AurelionSol,0.0,0.0,0.42,0.44,22163.6,175429.6,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,-0.020000000000000018,-153266.0
EUN1_3922491345,0,Vayne,Shyvana,Ahri,MissFortune,Morgana,Jinx,Kindred,Veigar,Tristana,Blitzcrank,0.0,0.0,0.42,0.38,138082.2,146472.4,0.0,0.0,0.42857142857142855,0.36363636363636365,0.5714285714285714,0.2727272727272727,0.0,0.03999999999999998,-8390.199999999983
EUN1_3930508919,0,Yone,Viego,Diana,Varus,Braum,Kled,Amumu,Akshan,Draven,Morgana,0.0,0.0,0.48,0.44,80540.2,151017.8,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.03999999999999998,-70477.59999999999
EUN1_3930793425,0,Chogath,Shyvana,Malzahar,Twitch,Neeko,Renekton,Warwick,Fizz,Tristana,Thresh,0.0,0.0,0.4333,0.26,64421.2,111080.8,0.0,0.6666666666666666,0.5,0.5,0.0,0.3333333333333333,0.0,0.1733,-46659.600000000006
EUN1_3932056792,1,Heimerdinger,Pantheon,Lux,MissFortune,Morgana,Ashe,Volibear,Irelia,Samira,Mel,0.0,0.0,0.5,0.48,447288.4,36585.0,1.0,1.0,1.0,0.5,0.2857142857142857,0.7571428571428571,0.0,0.020000000000000018,410703.4
EUN1_3913043916,1,Vladimir,Darius,Shen,Caitlyn,Lux,Sett,Diana,Neeko,Jhin,Swain,0.0,0.0,0.48,0.54,170752.6,124378.0,1.0,1.0,1.0,0.375,0.6,0.795,0.0,-0.06000000000000005,46374.600000000006
EUN1_3848743173,1,Irelia,LeeSin,Hwei,Ashe,Poppy,Brand,Kayn,MissFortune,Caitlyn,Nautilus,0.0,0.0,0.36,0.36,221404.8,375458.8,1.0,0.3333333333333333,1.0,0.5454545454545454,0.5,0.6757575757575757,0.0,0.0,-154054.0
EUN1_3932181180,0,Quinn,Sylas,Nasus,Senna,Blitzcrank,Sett,Amumu,Yasuo,Twitch,Xerath,0.0,0.0,0.38,0.64,50098.4,90593.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,-40494.99999999999
EUN1_3931938785,1,Vayne,Vi,Veigar,Tristana,Thresh,Kayn,MasterYi,Ahri,Ashe,Seraphine,0.0,0.0,0.46,0.56,168278.0,88129.4,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,0.7,0.0,-0.10000000000000003,80148.6
EUN1_3925971572,0,Malphite,Tryndamere,Diana,Syndra,Seraphine,Yone,Jax,Irelia,Jhin,Teemo,0.0,0.0,0.58,0.5,236718.0,164526.6,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.07999999999999996,72191.4
EUN1_3931766942,0,Zaahen,Rengar,Mel,MissFortune,Lux,Gnar,Warwick,Orianna,Caitlyn,Sona,0.0,0.0,0.54,0.48,99906.8,97826.8,0.0,0.25,0.5,0.6216216216216216,0.2,0.3143243243243243,0.0,0.06000000000000005,2080.0
EUN1_3931898671,1,DrMundo,Jax,Yasuo,Twitch,AurelionSol,Shen,Naafiri,Zed,Tristana,Zilean,0.0,0.0,0.46,0.5,324444.4,178416.6,1.0,1.0,0.5555555555555556,0.5,1.0,0.8111111111111111,0.0,-0.03999999999999998,146027.80000000002
EUN1_3932048497,0,Gragas,Darius,Yasuo,Yunara,Nami,Akali,Jax,Viktor,Jhin,Swain,0.0,0.0,0.42,0.54,220256.2,281550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12000000000000005,-61293.79999999999
EUN1_3916277414,1,Singed,Amumu,Orianna,Jinx,Galio,Darius,Viego,Yasuo,Swain,Maokai,0.0,0.0,0.56,0.5,102081.2,193686.4,1.0,0.6666666666666666,0.5,1.0,1.0,0.8333333333333333,0.0,0.06000000000000005,-91605.2
EUN1_3925944874,1,Kayle,Jax,Irelia,Tristana,Shen,Tryndamere,Viego,Yone,Yunara,Thresh,0.0,0.0,0.5,0.52,263840.0,46999.6,1.0,0.42857142857142855,1.0,1.0,1.0,0.8857142857142858,0.0,-0.020000000000000018,216840.4
EUN1_3930656714,0,Varus,Sylas,Yasuo,Ashe,Blitzcrank,Tryndamere,Kindred,Yone,Samira,Morgana,0.0,0.0,0.38,0.58,858344.2,728409.6,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,0.3666666666666666,0.0,-0.19999999999999996,129934.59999999998
EUN1_3931790036,0,Gwen,Zac,Vladimir,MissFortune,Neeko,Teemo,Sejuani,Lux,Twitch,Pyke,0.0,0.0,0.52,0.48,58607.8,567581.0,0.0,0.0,0.5,0.5714285714285714,0.0,0.21428571428571427,0.0,0.040000000000000036,-508973.2
EUN1_3932235258,0,Mordekaiser,Shyvana,Zed,Draven,Xerath,Volibear,Kindred,Veigar,MissFortune,Zyra,0.0,0.0,0.38,0.44,193615.0,103542.2,0.25,0.0,0.4,0.0,0.4,0.21000000000000002,0.0,-0.06,90072.8
EUN1_3932245147,0,LeeSin,Jax,Malzahar,Smolder,Brand,Garen,Diana,Lissandra,Jhin,Leona,0.0,0.0,0.58,0.5,78378.8,208639.6,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.2,0.0,0.07999999999999996,-130260.8
