match_id,blue_win,blue_top_champion_name,blue_jungle_champion_name,blue_mid_champion_name,blue_adc_champion_name,blue_support_champion_name,red_top_champion_name,red_jungle_champion_name,red_mid_champion_name,red_adc_champion_name,red_support_champion_name,blue_avg_rank,red_avg_rank,blue_avg_recent_wr,red_avg_recent_wr,blue_avg_mastery,red_avg_mastery,top_matchup_wr,jungle_matchup_wr,mid_matchup_wr,adc_matchup_wr,support_matchup_wr,avg_matchup_wr,rank_diff,recent_wr_diff,mastery_diff
EUN1_3921150721,0,TahmKench,Viego,Akali,Kaisa,Nautilus,Kayle,Kayn,Hwei,Aphelios,Pantheon,0.0,0.0,0.44,0.46,53819.8,233670.4,0.0,0.36363636363636365,0.0,0.0,0.0,0.07272727272727272,0.0,-0.020000000000000018,-179850.59999999998
EUN1_3931320226,1,Heimerdinger,Kayn,Katarina,Jhin,Lux,Malphite,Nocturne,Vladimir,MissFortune,Blitzcrank,0.0,0.0,0.4,0.58,97167.0,167358.4,0.3333333333333333,0.8333333333333334,1.0,0.2727272727272727,0.25,0.5378787878787878,0.0,-0.17999999999999994,-70191.4
EUN1_3931912466,1,Garen,Warwick,KogMaw,Caitlyn,Morgana,Sion,Jax,Diana,Jinx,Nautilus,0.0,0.0,0.56,0.62,280771.8,130684.8,1.0,0.4,1.0,0.5454545454545454,0.5,0.6890909090909091,0.0,-0.05999999999999994,150087.0
EUN1_3931138734,1,Urgot,MasterYi,Lux,Caitlyn,Blitzcrank,Vayne,XinZhao,Ahri,Yasuo,Malphite,0.0,0.0,0.64,0.5,54380.2,165513.6,1.0,1.0,0.7142857142857143,1.0,1.0,0.9428571428571428,0.0,0.14,-111133.40000000001
EUN1_3931338153,1,Darius,Ekko,Malzahar,Jinx,Neeko,Renekton,Rengar,Xerath,Jax,Blitzcrank,0.0,0.0,0.4,0.66,148053.8,351022.2,0.25,0.5,0.3333333333333333,1.0,0.75,0.5666666666666667,0.0,-0.26,-202968.40000000002
EUN1_3932160416,0,Chogath,DrMundo,Anivia,KogMaw,Lulu,Teemo,Shyvana,Brand,MissFortune,Lux,0.0,0.0,0.38,0.38,39722.6,38845.2,0.3333333333333333,0.3333333333333333,0.0,0.75,0.3333333333333333,0.35,0.0,0.0,877.4000000000015
EUN1_3932165593,1,Sett,Naafiri,Yone,Caitlyn,Brand,Mordekaiser,Warwick,Ziggs,Jinx,Braum,0.0,0.0,0.44,0.62,55489.0,104259.0,1.0,0.5,1.0,0.5454545454545454,1.0,0.809090909090909,0.0,-0.18,-48770.0
EUN1_3931699927,1,Teemo,Shen,Chogath,Tristana,Morgana,Renekton,Viego,Yone,Caitlyn,Xerath,0.0,0.0,0.66,0.56,56216.8,24729.2,1.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.7190476190476189,0.0,0.09999999999999998,31487.600000000002
EUN1_3931915975,0,Mordekaiser,FiddleSticks,Yasuo,Varus,Karma,Singed,Graves,Renekton,Ahri,Senna,0.0,0.0,0.465,0.62,10818.6,24557.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15499999999999997,-13738.800000000001
EUN1_3928532902,0,Yasuo,Shyvana,Diana,Jinx,Leona,Zaahen,MasterYi,Akali,MissFortune,Alistar,0.0,0.0,0.46,0.34,73149.8,362594.8,0.0,0.3333333333333333,0.0,0.38461538461538464,0.0,0.14358974358974358,0.0,0.12,-289445.0
EUN1_3932180912,0,Garen,MasterYi,Yasuo,MissFortune,Nautilus,RekSai,Kayn,Katarina,Draven,Swain,0.0,0.0,0.56,0.58,188984.6,160206.8,0.0,0.2727272727272727,0.16666666666666666,0.16666666666666666,0.0,0.12121212121212119,0.0,-0.019999999999999907,28777.800000000017
EUN1_3932161019,0,Mordekaiser,Kayn,Vex,MissFortune,Thresh,Vladimir,Volibear,Aurora,Aphelios,TahmKench,0.0,0.0,0.54,0.36,80650.2,49712.8,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.18000000000000005,30937.399999999994
EUN1_3913595721,0,Chogath,Nasus,Caitlyn,Jhin,Nami,Teemo,Vi,Veigar,Smolder,Brand,0.0,0.0,0.48,0.4,613592.2,401269.0,0.3333333333333333,0.5,0.0,0.2857142857142857,0.0,0.22380952380952382,0.0,0.07999999999999996,212323.19999999995
EUN1_3932105838,0,Fiora,Viego,Lux,Tristana,Thresh,Sett,Nidalee,Mel,Aphelios,Neeko,0.0,0.0,0.46,0.46,70014.0,92649.0,0.0,0.0,0.0,0.0,0.75,0.15,0.0,0.0,-22635.0
EUN1_3929395618,1,Urgot,Talon,Diana,Teemo,Neeko,Brand,Jax,Ahri,Jhin,Senna,0.0,0.0,0.48,0.46,440128.0,318563.6,1.0,1.0,0.8,1.0,0.6666666666666666,0.8933333333333333,0.0,0.019999999999999962,121564.40000000002
EUN1_3925640633,0,Garen,Kayn,Darius,Vayne,Yuumi,Urgot,MasterYi,Veigar,Yasuo,Brand,0.0,0.0,0.46,0.44,47954.2,36044.6,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.020000000000000018,11909.599999999999
EUN1_3931643207,0,Teemo,Viego,Yasuo,Caitlyn,Rell,Volibear,Kindred,Mel,Jhin,Morgana,0.0,0.0,0.4629,0.5267,160582.0,58265.4,0.3333333333333333,0.0,0.4,0.375,0.6666666666666666,0.355,0.0,-0.06379999999999997,102316.6
EUN1_3929176385,1,Garen,Viego,Hwei,Xayah,Thresh,Jax,Kayn,Swain,Twitch,Neeko,0.0,0.0,0.46,0.46,61978.2,64849.2,0.3333333333333333,0.36363636363636365,1.0,1.0,0.75,0.6893939393939394,0.0,0.0,-2871.0
EUN1_3929849933,1,Kayle,Jax,Akali,Vayne,Veigar,Malphite,MasterYi,Zed,Caitlyn,Morgana,0.0,0.0,0.56,0.48,123198.6,326678.8,0.5,0.5,0.3333333333333333,0.4444444444444444,1.0,0.5555555555555556,0.0,0.08000000000000007,-203480.19999999998
EUN1_3931616112,0,Ornn,Volibear,Zed,MissFortune,Xerath,DrMundo,Kayn,Talon,Naafiri,Rell,0.0,0.0,0.5,0.48,344423.8,168400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,176023.8
EUN1_3932247521,0,Irelia,Naafiri,Fizz,Smolder,Thresh,Jax,Ekko,Azir,Brand,Swain,0.0,0.0,0.58,0.48,141891.0,52907.2,0.0,0.5,0.0,0.0,0.5,0.2,0.0,0.09999999999999998,88983.8
EUN1_3931844682,1,Kayle,DrMundo,Lissandra,MissFortune,Nautilus,Illaoi,MasterYi,Veigar,Kaisa,Pyke,0.0,0.0,0.46,0.52,62462.6,326328.6,1.0,1.0,1.0,0.625,0.5,0.825,0.0,-0.06,-263866.0
EUN1_3929912580,0,Kayle,MasterYi,Tristana,Blitzcrank,Yasuo,Veigar,Viego,Naafiri,Ashe,Thresh,0.0,0.0,0.5,0.32,328529.4,104311.2,0.0,0.2857142857142857,0.0,0.0,0.0,0.05714285714285714,0.0,0.18,224218.2
EUN1_3931713122,0,Teemo,MasterYi,Katarina,Renekton,Swain,DrMundo,Naafiri,AurelionSol,Jhin,Nami,0.0,0.0,0.32,0.58,61782.2,93738.2,0.5,0.5,0.0,0.0,0.3333333333333333,0.26666666666666666,0.0,-0.25999999999999995,-31956.0
EUN1_3920343861,0,Darius,Volibear,Sylas,MissFortune,TahmKench,Illaoi,Jax,Diana,Samira,Swain,0.0,0.0,0.5,0.5,139118.6,232169.2,0.5,0.3333333333333333,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,0.0,-93050.6
EUN1_3931049430,0,MonkeyKing,DrMundo,Yasuo,MissFortune,Malphite,Morgana,Viego,Nasus,Jinx,Swain,0.0,0.0,0.48,0.56,93720.6,80854.4,0.0,0.0,0.0,0.5666666666666667,0.0,0.11333333333333333,0.0,-0.08000000000000007,12866.200000000012
EUN1_3931681370,1,Volibear,Warwick,Yone,MissFortune,Pyke,Irelia,DrMundo,Vex,Caitlyn,Morgana,0.0,0.0,0.5,0.5,130513.6,88587.4,1.0,1.0,1.0,0.6216216216216216,1.0,0.9243243243243242,0.0,0.0,41926.20000000001
EUN1_3932157444,1,Garen,Warwick,Yone,Ezreal,Xerath,Riven,Nocturne,Annie,Twitch,Bard,0.0,0.0,0.48,0.42,154607.2,70633.6,0.3333333333333333,0.6,0.5,0.6666666666666666,1.0,0.62,0.0,0.06,83973.6
EUN1_3930387795,1,Chogath,JarvanIV,Heimerdinger,Samira,Maokai,Urgot,Jax,Diana,Jinx,Blitzcrank,0.0,0.0,0.42,0.38,41297.6,146390.0,0.5,1.0,1.0,0.3333333333333333,1.0,0.7666666666666667,0.0,0.03999999999999998,-105092.4
EUN1_3918230539,0,Elise,MasterYi,Sylas,Samira,Seraphine,Shen,Warwick,Ahri,Caitlyn,TahmKench,0.0,0.0,0.38,0.44,412672.0,122818.8,0.0,0.5,0.2,0.4666666666666667,0.0,0.2333333333333333,0.0,-0.06,289853.2
EUN1_3932018687,0,Rumble,MonkeyKing,Yone,Caitlyn,AurelionSol,Mordekaiser,Trundle,Diana,Samira,Leona,0.0,0.0,0.4,0.46,199699.8,79455.4,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.26666666666666666,0.0,-0.06,120244.4
EUN1_3920467870,1,Sett,Viego,Irelia,Zeri,Leona,Mordekaiser,Jax,Xerath,Yasuo,Neeko,0.0,0.0,0.42,0.48,93441.6,104844.2,1.0,0.42857142857142855,0.5,1.0,0.5,0.6857142857142857,0.0,-0.06,-11402.599999999991
EUN1_3931930659,1,Gwen,MasterYi,Malzahar,MissFortune,Lux,Chogath,Viego,Teemo,Ashe,Blitzcrank,0.0,0.0,0.52,0.54,653671.8,121353.0,1.0,0.2857142857142857,1.0,0.46153846153846156,0.25,0.5994505494505494,0.0,-0.020000000000000018,532318.8
EUN1_3931060155,0,Teemo,Nocturne,Malzahar,Smolder,Shen,MasterYi,Viego,Akali,Tristana,Anivia,0.0,0.0,0.58,0.66,105772.0,197468.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.11666666666666665,0.0,-0.08000000000000007,-91696.0
EUN1_3931629347,0,Velkoz,Viego,Zoe,KogMaw,Senna,Mordekaiser,Elise,Irelia,Ashe,Seraphine,0.0,0.0,0.4,0.4,219202.8,74908.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144294.19999999998
EUN1_3931005303,0,Garen,Lillia,Yone,Twitch,Senna,TahmKench,Kayn,Irelia,Viego,Sett,0.0,0.0,0.62,0.32,110888.2,67200.8,0.75,0.3333333333333333,0.0,0.0,0.0,0.21666666666666665,0.0,0.3,43687.399999999994
EUN1_3905791006,0,Malphite,Viego,AurelionSol,MissFortune,Morgana,Aatrox,Zed,Velkoz,Twitch,TahmKench,0.0,0.0,0.44,0.38,171314.4,181546.4,0.0,0.0,0.0,0.5714285714285714,0.5,0.21428571428571427,0.0,0.06,-10232.0
EUN1_3924229279,0,Jax,MasterYi,Malzahar,MissFortune,Velkoz,Singed,Evelynn,Viktor,Vayne,Soraka,0.0,0.0,0.48,0.48,1147621.6,80143.0,0.0,0.5,0.0,0.5,0.5,0.3,0.0,0.0,1067478.6
EUN1_3918528864,1,Sett,Sylas,Zed,Samira,Neeko,Kayle,Tryndamere,Gragas,Jinx,Blitzcrank,0.0,0.0,0.42,0.54,167990.2,182691.0,0.5,1.0,1.0,0.3333333333333333,0.75,0.7166666666666667,0.0,-0.12000000000000005,-14700.799999999988
EUN1_3915338878,0,Sion,Nocturne,Sylas,Jhin,Blitzcrank,Jax,Shaco,Ryze,Smolder,Seraphine,0.0,0.0,0.48,0.38,70255.2,66011.6,0.0,0.3333333333333333,0.0,0.2857142857142857,0.2857142857142857,0.18095238095238095,0.0,0.09999999999999998,4243.599999999991
EUN1_3917753670,1,Mordekaiser,Khazix,Malzahar,Kaisa,Mel,Jax,MasterYi,Veigar,Draven,Soraka,0.0,0.0,0.52,0.5,54786.0,38692.2,1.0,1.0,0.5714285714285714,0.25,1.0,0.7642857142857142,0.0,0.020000000000000018,16093.800000000003
EUN1_3931084410,1,Yone,Jax,Lux,MissFortune,Anivia,Sion,Khazix,Veigar,Jinx,Morgana,0.0,0.0,0.46,0.38,204346.4,185163.0,0.3333333333333333,0.5,0.5,0.5666666666666667,1.0,0.58,0.0,0.08000000000000002,19183.399999999994
EUN1_3929483766,0,Chogath,Warwick,Ahri,Jhin,Leona,Darius,Nautilus,Zed,Smolder,Lux,0.0,0.0,0.38,0.58,19034.8,114109.6,0.0,0.0,0.375,0.2857142857142857,0.6,0.2521428571428571,0.0,-0.19999999999999996,-95074.8
EUN1_3931723770,0,Garen,Viego,Leblanc,MissFortune,Thresh,Riven,Kayn,Malzahar,Jhin,Soraka,0.0,0.0,0.46,0.6,149001.4,174630.0,0.3333333333333333,0.36363636363636365,0.0,0.5882352941176471,0.0,0.2570409982174688,0.0,-0.13999999999999996,-25628.600000000006
EUN1_3931594291,0,Shen,Shaco,Lissandra,Jhin,Pantheon,Ambessa,MonkeyKing,Mel,Caitlyn,Seraphine,0.0,0.0,0.42,0.28,239607.2,97859.6,0.0,0.0,0.25,0.4,0.0,0.13,0.0,0.13999999999999996,141747.6
EUN1_3918721387,1,Vayne,Lillia,Veigar,Samira,Renata,Yasuo,JarvanIV,Zed,Jinx,Soraka,0.0,0.0,0.54,0.42,35297.8,145234.0,0.6666666666666666,1.0,0.6,0.3333333333333333,1.0,0.72,0.0,0.12000000000000005,-109936.2
EUN1_3932061550,0,DrMundo,Gragas,Xerath,MissFortune,Lulu,Kennen,JarvanIV,Akali,Nilah,Taric,0.0,0.0,0.44,0.48,424793.0,47960.6,0.0,0.0,0.4,0.14285714285714285,0.0,0.10857142857142858,0.0,-0.03999999999999998,376832.4
EUN1_3931327959,1,Garen,Zed,Veigar,MissFortune,Seraphine,Trundle,Nocturne,Fizz,Caitlyn,Morgana,0.0,0.0,0.5,0.5,108636.4,166074.8,1.0,1.0,0.5454545454545454,0.6216216216216216,0.46153846153846156,0.7257229257229257,0.0,0.0,-57438.399999999994
EUN1_3931404646,1,Darius,Lillia,Diana,Senna,Blitzcrank,Trundle,Shyvana,Vex,Kalista,Nautilus,0.0,0.0,0.46,0.5,66636.2,45811.8,0.5,1.0,0.6666666666666666,1.0,0.8,0.7933333333333333,0.0,-0.03999999999999998,20824.399999999994
EUN1_3931770020,1,Teemo,Evelynn,Annie,Jhin,Morgana,Darius,Shyvana,Fizz,Lucian,Yuumi,0.0,0.0,0.44,0.28,172775.8,1352479.4,0.5,1.0,0.5,0.75,1.0,0.75,0.0,0.15999999999999998,-1179703.5999999999
EUN1_3910025252,1,Yorick,XinZhao,Yasuo,Veigar,Soraka,Sett,Briar,Naafiri,Ezreal,Morgana,0.0,0.0,0.42,0.56,107444.0,128556.4,0.6666666666666666,0.5,0.3333333333333333,1.0,0.5,0.6,0.0,-0.14000000000000007,-21112.399999999994
EUN1_3918218424,0,Jax,Twitch,Yasuo,Yunara,Pyke,Mordekaiser,Hecarim,Zed,Ziggs,Amumu,0.0,0.0,0.44,0.38,98537.6,104938.4,0.0,0.0,0.5555555555555556,0.0,0.0,0.11111111111111112,0.0,0.06,-6400.799999999988
EUN1_3931259634,0,Mordekaiser,Evelynn,Lux,MissFortune,Seraphine,Malphite,Viego,Ziggs,Aphelios,Nautilus,0.0,0.0,0.62,0.38,238926.8,119631.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.11428571428571428,0.0,0.24,119295.79999999999
EUN1_3930461606,0,Jayce,Khazix,Veigar,MissFortune,Zoe,Volibear,Ekko,Malzahar,Ashe,Seraphine,0.0,0.0,0.44,0.54,71599.0,118351.4,0.0,0.3333333333333333,0.5,0.46153846153846156,0.0,0.25897435897435894,0.0,-0.10000000000000003,-46752.399999999994
EUN1_3927997671,0,Yone,Amumu,Yasuo,Smolder,Lux,Jax,Volibear,Zoe,Ashe,Leona,0.0,0.0,0.42,0.38,24691.4,135185.2,0.0,0.0,0.8,0.3333333333333333,0.375,0.30166666666666664,0.0,0.03999999999999998,-110493.80000000002
EUN1_3932064975,1,Yone,Amumu,Vex,KogMaw,Soraka,Yasuo,Jax,Akali,Samira,Seraphine,0.0,0.0,0.52,0.52,291304.0,120430.6,1.0,0.4,0.5,0.5,0.6666666666666666,0.6133333333333333,0.0,0.0,170873.4
EUN1_3913150507,1,Vladimir,Viego,Kassadin,Mel,Blitzcrank,Mordekaiser,Zac,Irelia,Vayne,Morgana,0.0,0.0,0.42,0.54,172567.0,35888.2,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,0.7,0.0,-0.12000000000000005,136678.8
EUN1_3930338534,1,Yone,Diana,Zed,MissFortune,Sona,Sett,MasterYi,Ekko,Caitlyn,Seraphine,0.0,0.0,0.64,0.48,82560.2,52799.0,0.14285714285714285,1.0,0.6666666666666666,0.6216216216216216,0.6,0.6062290862290862,0.0,0.16000000000000003,29761.199999999997
EUN1_3916558376,0,Gwen,Twitch,Heimerdinger,Xayah,Mel,Teemo,Amumu,Mordekaiser,Jhin,Lux,0.0,0.0,0.34,0.52,73879.8,42341.4,0.0,0.0,0.0,0.5,0.5714285714285714,0.21428571428571427,0.0,-0.18,31538.4
EUN1_3713318577,0,Jax,Kayn,Jayce,Vayne,Nami,Nasus,Graves,Lissandra,Ashe,Thresh,0.0,0.0,0.56,0.42,400781.8,345920.0,0.6666666666666666,0.5,0.0,0.5,0.0,0.3333333333333333,0.0,0.14000000000000007,54861.79999999999
EUN1_3931107678,0,Teemo,Kayn,Zoe,MissFortune,Sona,Kayle,Diana,Veigar,Vayne,Mel,0.0,0.0,0.48,0.42,37390.0,119795.8,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.0,0.06,-82405.8
EUN1_3931757806,0,Sion,Nunu,Diana,Samira,Morgana,Darius,MasterYi,Heimerdinger,MissFortune,Senna,0.0,0.0,0.54,0.4,154489.0,120860.4,0.0,0.0,0.0,0.14285714285714285,0.0,0.02857142857142857,0.0,0.14,33628.600000000006
EUN1_3931490109,1,Sett,Malphite,Zed,Jinx,Seraphine,TahmKench,Hecarim,Teemo,Ashe,Lux,0.0,0.0,0.54,0.5,430141.4,98704.2,0.6666666666666666,1.0,1.0,0.42857142857142855,0.5294117647058824,0.7249299719887954,0.0,0.040000000000000036,331437.2
EUN1_3930020675,0,Singed,Hecarim,Xerath,Jinx,Mel,Kayle,Khazix,Malzahar,Tristana,Zyra,0.0,0.0,0.54,0.64,51102.6,19172.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.26666666666666666,0.0,-0.09999999999999998,31930.6
EUN1_3931277378,1,Pantheon,Shyvana,Zoe,Tristana,Mel,Darius,Lillia,Diana,Vayne,Yuumi,0.0,0.0,0.56,0.6,52495.6,43313.8,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.7333333333333334,0.0,-0.039999999999999925,9181.799999999996
EUN1_3931385845,0,Kayle,Kindred,Zoe,Lucian,Lux,Malphite,Amumu,Akali,Jinx,Morgana,0.0,0.0,0.54,0.48,93642.0,207330.6,0.5,0.5,0.0,0.0,0.5263157894736842,0.3052631578947368,0.0,0.06000000000000005,-113688.6
