blue_champ_1,blue_champ_2,blue_champ_3,blue_champ_4,blue_champ_5,red_champ_1,red_champ_2,red_champ_3,red_champ_4,red_champ_5,blue_avg_rank,red_avg_rank,blue_avg_mastery,red_avg_mastery,blue_avg_recent_wr,red_avg_recent_wr,blue_win
Ambessa,Rengar,Zed,Caitlyn,Leona,Teemo,DrMundo,Diana,Jhin,Elise,0.0,0.0,164587.0,430019.4,0.46,0.56,0
Kled,FiddleSticks,Akali,Ezreal,Mel,Mordekaiser,MasterYi,Naafiri,Lucian,Ornn,0.0,0.0,108789.6,68725.8,0.54,0.4,0
Yone,Tryndamere,Lissandra,Ezreal,Teemo,Chogath,Amumu,Zed,Smolder,Pyke,0.0,0.0,317227.8,32108.2,0.4,0.44,1
Renekton,Evelynn,Xerath,Jhin,Nautilus,Irelia,Viego,Yone,Caitlyn,Sona,0.0,0.0,51841.6,33152.0,0.42,0.42,0
Garen,Khazix,Zed,Ashe,Ahri,Jayce,Kayn,Yasuo,Jinx,Brand,0.0,0.0,43453.4,467974.0,0.66,0.38,0
Nasus,Jax,Akali,Caitlyn,Leona,Garen,Tryndamere,Naafiri,Teemo,Veigar,0.0,0.0,205306.0,114247.4,0.46,0.58,1
Mordekaiser,Pantheon,Veigar,MissFortune,Lux,Jax,MasterYi,Yasuo,Yunara,TahmKench,0.0,0.0,458017.0,106592.0,0.46,0.54,1
Lillia,MasterYi,Veigar,Ziggs,Poppy,Mordekaiser,Nunu,Zed,MissFortune,Milio,0.0,0.0,196869.2,178857.2,0.48,0.38,0
Garen,Briar,Yone,Caitlyn,Ashe,Sett,Diana,Veigar,Draven,Mel,0.0,0.0,465454.8,89632.8,0.48,0.66,1
Teemo,Diana,Yone,Jax,Lux,DrMundo,Khazix,Veigar,Kaisa,Leona,0.0,0.0,1600382.2,119919.6,0.54,0.44,1
Yone,Kayn,Diana,Samira,Lux,Malphite,Shyvana,Brand,Draven,Blitzcrank,0.0,0.0,27996.0,35783.6,0.42,0.52,0
Varus,MasterYi,Galio,Kaisa,Neeko,Irelia,Nocturne,Fizz,MissFortune,Leona,0.0,0.0,92606.4,84150.4,0.52,0.5,1
Illaoi,Diana,Vladimir,Jinx,Rell,Nasus,Pyke,Naafiri,Kalista,Vex,0.0,0.0,217927.4,68118.8,0.42,0.42,1
Malphite,Viego,Gragas,Velkoz,Morgana,Teemo,Warwick,Yone,Jhin,Nami,0.0,0.0,110467.4,89550.2,0.3867,0.42,0
Darius,Warwick,Zed,Samira,Mel,Trundle,Volibear,Ziggs,Tristana,Leona,0.0,0.0,195024.8,75181.6,0.5,0.34,0
DrMundo,Trundle,Diana,Draven,Blitzcrank,Garen,XinZhao,AurelionSol,Caitlyn,Sona,0.0,0.0,232252.6,87212.6,0.6,0.42,1
Urgot,Shaco,Naafiri,Vayne,Seraphine,Mordekaiser,MasterYi,Xerath,Caitlyn,Morgana,0.0,0.0,513402.4,284745.8,0.54,0.46,0
Garen,MasterYi,Orianna,Tristana,Poppy,Karthus,Amumu,Yasuo,MissFortune,Seraphine,0.0,0.0,515426.0,290627.4,0.3644,0.6,0
LeeSin,Zac,Irelia,Draven,Milio,Zaahen,DrMundo,Vex,Nilah,Nami,0.0,0.0,193227.2,33192.2,0.54,0.46,0
Tryndamere,Shyvana,Katarina,Smolder,Lux,Teemo,Shaco,Yone,Jinx,Pyke,0.0,0.0,117502.8,92855.4,0.3,0.42,0
Illaoi,Warwick,Katarina,Aphelios,Morgana,Teemo,Shyvana,Malzahar,Draven,Xerath,0.0,0.0,102686.4,51631.6,0.52,0.48,0
Sion,Jax,Ahri,Smolder,Karma,Riven,Khazix,Zed,MissFortune,Morgana,0.0,0.0,35633.2,118452.6,0.46,0.5,0
Heimerdinger,Belveth,Veigar,Tristana,Seraphine,Olaf,Warwick,Ahri,MissFortune,Sona,0.0,0.0,17713.2,125756.4,0.48,0.52,0
Jax,Hecarim,Mel,Caitlyn,Morgana,Darius,Viego,Ekko,Jhin,Seraphine,0.0,0.0,57155.8,107295.2,0.5,0.48,0
Sett,Hecarim,Diana,Kaisa,Lux,Malphite,Lissandra,Yasuo,Tristana,Lulu,0.0,0.0,163587.0,262191.0,0.48,0.62,1
Urgot,Kayn,Brand,Varus,Swain,Sett,Sylas,Yone,Ezreal,Karma,0.0,0.0,1276894.6,188841.4,0.44,0.4467,1
Gwen,Shaco,Fizz,MissFortune,Morgana,Jax,Viego,Veigar,Vayne,Zoe,0.0,0.0,48699.6,243782.2,0.48,0.5,0
Garen,XinZhao,Ekko,Jinx,Pantheon,Volibear,Zac,Diana,Caitlyn,Milio,0.0,0.0,97409.6,87611.8,0.58,0.5,0
Volibear,Shaco,Fizz,MissFortune,Sona,Garen,FiddleSticks,Lissandra,Ashe,Zyra,0.0,0.0,30421.0,1067164.6,0.42,0.32,0
Yone,Malphite,Vex,Kaisa,Milio,Varus,Volibear,Ahri,Veigar,DrMundo,0.0,0.0,125235.6,75954.8,0.44,0.48,1
Maokai,Trundle,Tristana,Caitlyn,Morgana,Yorick,Briar,Naafiri,Smolder,Lux,0.0,0.0,114452.2,113663.0,0.44,0.6,0
Gnar,Diana,Fizz,Jinx,Neeko,Vayne,Jax,Yone,Kaisa,Morgana,0.0,0.0,79954.4,80365.4,0.36,0.54,1
TahmKench,Volibear,Yasuo,Jhin,Rakan,Zaahen,Nasus,Veigar,Zeri,Lulu,0.0,0.0,126462.4,68092.4,0.48,0.52,1
Jax,Nocturne,Ekko,Twitch,Lux,Olaf,MasterYi,Mel,Xayah,Lulu,0.0,0.0,93622.2,94054.8,0.56,0.54,1
Jax,Volibear,Vex,Ezreal,Morgana,Malphite,Nunu,Lux,Yasuo,Brand,0.0,0.0,139934.0,335344.6,0.46,0.54,0
Yone,FiddleSticks,Yasuo,Vayne,Malphite,Chogath,Udyr,Lissandra,Tristana,Morgana,0.0,0.0,385373.8,338023.8,0.46,0.42,0
Quinn,Kindred,Diana,MissFortune,Rell,Akali,DrMundo,Qiyana,Caitlyn,Lux,0.0,0.0,139590.0,97313.8,0.4,0.46,0
Tryndamere,DrMundo,Diana,Jinx,Nami,Urgot,Viego,Veigar,Kaisa,Neeko,0.0,0.0,18182.4,91394.2,0.46,0.48,0
Heimerdinger,Rammus,Yone,MissFortune,Mel,Galio,Naafiri,Yasuo,Ashe,Swain,0.0,0.0,724527.0,79432.4,0.4,0.42,0
Chogath,Volibear,Yasuo,Varus,Zyra,Kayle,Hecarim,Ahri,Twitch,Soraka,0.0,0.0,508089.0,74144.6,0.48,0.42,1
Yone,Elise,Varus,Heimerdinger,Zyra,Trundle,Rammus,Akali,Samira,Seraphine,0.0,0.0,536970.4,83347.4,0.46,0.54,0
Tryndamere,Naafiri,Ekko,Caitlyn,Mel,Mordekaiser,Jax,Yasuo,MissFortune,Lux,0.0,0.0,248904.8,239730.6,0.46,0.52,1
Mordekaiser,Zac,Akali,Samira,Rell,Kayle,Gwen,Leblanc,MissFortune,Seraphine,0.0,0.0,197194.6,288171.8,0.38,0.5,0
Caitlyn,Warwick,Lissandra,Ezreal,Sona,Urgot,Sylas,Yasuo,Yunara,Morgana,0.0,0.0,578978.8,100067.8,0.5,0.5,1
Darius,Nunu,Xerath,Tristana,Lux,Varus,Amumu,Yasuo,Ziggs,Ashe,0.0,0.0,53301.0,141328.6,0.42,0.42,1
Sett,Briar,Yone,Vayne,Leona,Shen,Volibear,Zed,Tristana,Brand,0.0,0.0,74665.2,97822.0,0.64,0.54,0
MasterYi,LeeSin,Diana,MissFortune,Leona,Illaoi,Viego,Caitlyn,Heimerdinger,Mel,0.0,0.0,82413.4,142683.2,0.48,0.42,0
Yorick,MonkeyKing,Mel,Ashe,Veigar,Jax,Shyvana,Malzahar,Jhin,Lux,0.0,0.0,68613.0,214002.4,0.6,0.48,1
Nasus,Viego,Katarina,Draven,TahmKench,Darius,Diana,Ahri,Jinx,Velkoz,0.0,0.0,23869.6,128659.0,0.42,0.48,0
Garen,Lillia,Zed,Zeri,Milio,Aatrox,Volibear,Ekko,Twitch,Lulu,0.0,0.0,33692.2,643308.8,0.36,0.46,1
Mordekaiser,Viego,Vex,KogMaw,Swain,Nasus,Kayn,Viktor,Kaisa,Morgana,0.0,0.0,151767.2,98693.2,0.5,0.58,0
Volibear,Evelynn,Kassadin,Caitlyn,Lux,Olaf,MasterYi,Ahri,Smolder,Seraphine,0.0,0.0,229902.2,138882.8,0.48,0.56,1
Yorick,Shaco,Velkoz,Swain,Nautilus,Kayle,Gwen,Lux,Yasuo,Lulu,0.0,0.0,154241.8,273174.2,0.5,0.4,1
Teemo,Warwick,Ahri,MissFortune,Pyke,Malphite,Evelynn,Katarina,Ashe,Morgana,0.0,0.0,817900.2,930265.0,0.4,0.6,1
Yone,Shyvana,Yasuo,Samira,Nautilus,Malphite,Volibear,Diana,Caitlyn,DrMundo,0.0,0.0,206620.2,71815.8,0.42,0.58,1
Malphite,Naafiri,Yasuo,Varus,Morgana,Renekton,MasterYi,Veigar,Caitlyn,Rell,0.0,0.0,115662.6,97577.2,0.46,0.44,0
Heimerdinger,XinZhao,Ziggs,Corki,Lux,Mordekaiser,Sylas,Yone,MissFortune,Pyke,0.0,0.0,178335.4,622884.0,0.38,0.46,1
DrMundo,Nocturne,Yasuo,Jhin,Caitlyn,Gwen,Viego,Xerath,Kaisa,Blitzcrank,0.0,0.0,114950.2,76197.4,0.4,0.62,0
Yone,Shyvana,Ahri,MissFortune,Mel,Quinn,Trundle,Akali,Jhin,Ziggs,0.0,0.0,78294.4,28095.0,0.44,0.52,1
Vladimir,Shaco,Zed,Smolder,Thresh,Darius,Nocturne,Naafiri,Ziggs,Mel,0.0,0.0,112764.8,321850.4,0.54,0.54,0
Mordekaiser,MasterYi,Ahri,Twitch,Zyra,Vayne,Kayn,Leblanc,Samira,Senna,0.0,0.0,76861.8,86754.4,0.4,0.38,1
Yorick,Shyvana,Kassadin,MissFortune,Lux,Mordekaiser,Warwick,Diana,Jinx,Mel,0.0,0.0,48701.8,63139.0,0.32,0.38,1
Yorick,XinZhao,Aurora,Samira,Xerath,Sett,Briar,Yone,Tristana,Zyra,0.0,0.0,59847.4,384703.0,0.46,0.54,0
Irelia,Udyr,Varus,Samira,Thresh,Urgot,RekSai,Ryze,Jinx,Morgana,0.0,0.0,83832.8,180010.6,0.4,0.52,0
Akali,Malphite,Yasuo,MissFortune,Pyke,Yorick,Viego,Yone,Ashe,Rell,0.0,0.0,209206.0,77303.0,0.46,0.46,1
Jax,Kayn,Brand,Smolder,Thresh,Nasus,Shyvana,Yone,Caitlyn,Lux,0.0,0.0,92183.0,124016.2,0.46,0.5,1
Volibear,Chogath,Kassadin,Samira,Rakan,Camille,Viego,Diana,Kaisa,Leona,0.0,0.0,81023.4,49220.4,0.44,0.6,0
Malphite,Rengar,Yasuo,Tryndamere,Maokai,Mordekaiser,Warwick,Smolder,Samira,Morgana,0.0,0.0,695612.2,194034.8,0.54,0.46,0
Teemo,Warwick,Malzahar,Tristana,Morgana,Nasus,Shyvana,Ahri,MissFortune,Lux,0.0,0.0,472310.2,28805.4,0.52,0.52,1
Ornn,Lillia,Azir,Smolder,Xerath,Sion,Diana,TwistedFate,Yasuo,Nautilus,0.0,0.0,61513.2,46860.6,0.54,0.44,1
Nasus,Kindred,Zed,Jhin,Zyra,Jax,Viego,Veigar,Vayne,Lux,0.0,0.0,1239479.4,225842.6,0.56,0.6,1
Illaoi,Volibear,Mel,MissFortune,Blitzcrank,Yone,MasterYi,Ahri,Samira,Zyra,0.0,0.0,109483.8,328089.0,0.32,0.44,1
Olaf,Kayn,Vex,Kaisa,FiddleSticks,Rumble,JarvanIV,Yasuo,Yunara,Seraphine,0.0,0.0,145483.0,94679.8,0.46,0.48,0
Vayne,Warwick,Kassadin,Ezreal,Seraphine,Malphite,Rammus,Fizz,Samira,Blitzcrank,0.0,0.0,36418.4,99820.4,0.54,0.54,1
Irelia,MonkeyKing,Yasuo,Ashe,Pantheon,Nasus,Kayn,Mel,Varus,Leona,0.0,0.0,163800.8,201570.4,0.4,0.46,0
Singed,Shen,Yasuo,MissFortune,Braum,Yone,Malphite,Chogath,Nilah,Yuumi,0.0,0.0,104389.6,108833.6,0.46,0.62,0
Garen,Shaco,Syndra,Draven,Milio,Ashe,Rengar,Fizz,Twitch,Mel,0.0,0.0,1185263.0,144294.4,0.62,0.44,1
Mordekaiser,Shyvana,Ekko,Kaisa,TahmKench,Teemo,Morgana,Mel,Ashe,Pyke,0.0,0.0,11824.4,133247.4,0.36,0.5,0
Malphite,Rengar,Fizz,Twitch,Leona,Zac,Tryndamere,Yasuo,MissFortune,Nautilus,0.0,0.0,103284.4,290099.6,0.38,0.56,0
Jax,Malphite,Kassadin,Jinx,Lux,Urgot,MasterYi,Mel,Tristana,Morgana,0.0,0.0,203214.0,78520.6,0.58,0.46,0
Kayle,Vi,Galio,MissFortune,Blitzcrank,Jax,Zyra,Tryndamere,Jhin,Mel,0.0,0.0,109802.4,214230.2,0.48,0.52,0
Gwen,Viego,Cassiopeia,Jhin,Morgana,Trundle,Sylas,Annie,Kaisa,Lux,0.0,0.0,131120.2,11565.6,0.46,0.44,1
Caitlyn,Zaahen,Yasuo,Vayne,Malphite,Gwen,Amumu,Akali,Samira,Rakan,0.0,0.0,143587.4,361109.6,0.38,0.54,0
Ezreal,LeeSin,Akali,Samira,Lux,Kennen,Volibear,Aurora,Smolder,Rell,0.0,0.0,186940.2,10472.6,0.52,0.32,0
Maokai,Viego,Zed,Yunara,Zyra,Gnar,Amumu,Akshan,Xerath,Lux,0.0,0.0,93719.2,62336.2,0.38,0.56,0
Yone,Darius,Yasuo,Yunara,Blitzcrank,Garen,LeeSin,Mel,Veigar,DrMundo,0.0,0.0,149481.6,30814.2,0.52,0.4,0
Vayne,Viego,Mel,MissFortune,Nautilus,Tryndamere,Shyvana,Malzahar,Jinx,Yuumi,0.0,0.0,198414.2,129113.6,0.46,0.56,1
Mordekaiser,Briar,Lux,MissFortune,Seraphine,TahmKench,Kindred,Sylas,Jhin,Swain,0.0,0.0,195683.2,48261.4,0.32,0.34,1
Mordekaiser,Rammus,Malzahar,MissFortune,Morgana,Volibear,Kayn,Akali,Ezreal,Seraphine,0.0,0.0,387149.2,120850.8,0.44,0.5,0
Aatrox,LeeSin,Yone,Smolder,Neeko,Garen,Evelynn,Mel,Sett,Rell,0.0,0.0,269807.6,141233.6,0.46,0.6,0
Yone,Elise,Sylas,Samira,Soraka,Sett,Shyvana,Akali,Jhin,Lux,0.0,0.0,68663.8,146290.2,0.42,0.46,0
Vayne,Kayn,Zoe,Yunara,Brand,Illaoi,Amumu,Leblanc,Smolder,Thresh,0.0,0.0,76909.0,11428.2,0.52,0.44,1
Darius,Warwick,Yasuo,Xayah,Mel,Riven,Sejuani,Ahri,MissFortune,Pyke,0.0,0.0,164229.6,80318.4,0.48,0.44,1
Fiora,MasterYi,Veigar,Caitlyn,Lux,Teemo,Jayce,Fizz,Jhin,Sona,0.0,0.0,76103.0,49389.6,0.42,0.5,1
Tryndamere,Naafiri,Fizz,Yunara,Morgana,Kayle,Nocturne,Vex,Lucian,Anivia,0.0,0.0,67948.4,52295.2,0.44,0.48,0
Singed,Teemo,Malphite,Jhin,Lux,Quinn,Jax,Yasuo,Varus,Senna,0.0,0.0,59245.4,28173.6,0.42,0.6,1
Tristana,Nasus,Swain,Ezreal,Seraphine,TahmKench,Vi,Yone,MissFortune,Pyke,0.0,0.0,53560.2,48105.0,0.44,0.56,1
Garen,Viego,Vex,MissFortune,Zilean,Zaahen,Volibear,Azir,Ashe,Leona,0.0,0.0,39943.2,32420.4,0.46,0.58,0
Olaf,Khazix,Ryze,Aphelios,Velkoz,Yorick,Viego,Katarina,Veigar,Ziggs,0.0,0.0,26875.0,146709.4,0.58,0.43,0
Malphite,MasterYi,Yasuo,MissFortune,Leona,FiddleSticks,Shyvana,Veigar,Jhin,Velkoz,0.0,0.0,56701.8,42922.8,0.44,0.56,1
Sett,Viego,Leblanc,Varus,Seraphine,Akali,MissFortune,Vex,Caitlyn,Nautilus,0.0,0.0,102545.0,37980.2,0.54,0.46,1
Sett,Amumu,Annie,Jhin,Mel,Yorick,Morgana,Sylas,Ashe,Leona,0.0,0.0,94428.6,127685.4,0.46,0.46,1
Malphite,JarvanIV,Yasuo,MissFortune,Pyke,Yone,Amumu,Ahri,Caitlyn,Lux,0.0,0.0,108662.6,829123.6,0.56,0.44,1
Kassadin,Nidalee,Sylas,Ashe,Thresh,Yorick,Kayn,Zed,Smolder,Teemo,0.0,0.0,19364.8,109862.0,0.46,0.54,0
Mordekaiser,LeeSin,Katarina,Caitlyn,Rell,Nasus,Sejuani,Mel,Varus,Velkoz,0.0,0.0,24299.8,8422.2,0.44,0.48,1
Malphite,Briar,Velkoz,Jinx,Rell,Gwen,Shyvana,Yasuo,Smolder,Seraphine,0.0,0.0,351943.6,120124.2,0.54,0.5,1
Malphite,Viego,KogMaw,Tristana,Pantheon,Riven,Teemo,Cassiopeia,Xayah,Karthus,0.0,0.0,125695.4,144190.0,0.54,0.54,1
Illaoi,Talon,Yasuo,Yunara,Lux,Garen,Twitch,Mel,MissFortune,Morgana,0.0,0.0,29348.0,30980.0,0.5,0.5,0
Ekko,Rammus,Fizz,MissFortune,Zyra,Irelia,DrMundo,Tryndamere,Quinn,Jhin,0.0,0.0,257870.6,146458.4,0.42,0.28,0
Kennen,Shyvana,Syndra,Tristana,Seraphine,Gangplank,Shaco,Orianna,MissFortune,Leona,0.0,0.0,731601.0,83575.6,0.48,0.44,0
Darius,Zed,Vex,Smolder,Velkoz,Sett,Diana,Yasuo,Vayne,Nautilus,0.0,0.0,84159.2,134603.8,0.5,0.46,1
Heimerdinger,Malphite,Diana,Senna,Lulu,Gangplank,Ambessa,Malzahar,Lucian,Shaco,0.0,0.0,66829.0,24878.4,0.58,0.42,0
Malphite,Shyvana,Jhin,Ezreal,Senna,Yorick,Briar,Diana,Ashe,Leona,0.0,0.0,121942.8,123423.8,0.58,0.42,1
Tryndamere,Diana,Gragas,Caitlyn,Neeko,Volibear,TahmKench,Mel,Kaisa,Soraka,0.0,0.0,95279.2,64828.8,0.4,0.4,0
MasterYi,Kayn,Katarina,Swain,Malzahar,Kayle,FiddleSticks,Sylas,Samira,Rakan,0.0,0.0,36362.2,32423.0,0.48,0.38,1
Fiora,Vi,Vladimir,Caitlyn,Velkoz,Kled,Jax,Yunara,MissFortune,Seraphine,0.0,0.0,103058.0,160973.6,0.36,0.5,0
Varus,Zaahen,Lissandra,Jinx,Morgana,Vayne,Rengar,Ekko,Caitlyn,Blitzcrank,0.0,0.0,210291.4,119746.2,0.48,0.5,1
Illaoi,Teemo,Vex,Smolder,Soraka,Mordekaiser,Shyvana,Yasuo,Tristana,Nautilus,0.0,0.0,56366.4,134588.4,0.52,0.48,0
Yasuo,Nunu,Naafiri,Corki,TahmKench,Sion,Hecarim,Veigar,Caitlyn,Morgana,0.0,0.0,41690.4,86025.4,0.44,0.46,0
Aatrox,Kayn,Ahri,Tristana,Brand,Renekton,Trundle,Akshan,Veigar,Swain,0.0,0.0,256691.2,69204.4,0.48,0.52,0
Singed,Shyvana,Morgana,Caitlyn,Karma,Vayne,Kayn,Akali,MissFortune,Nautilus,0.0,0.0,674613.2,69242.4,0.52,0.44,1
Mordekaiser,Jax,Veigar,Ezreal,Rumble,Trundle,Volibear,Yasuo,Caitlyn,Seraphine,0.0,0.0,52919.6,377481.0,0.4,0.56,1
DrMundo,MasterYi,Zed,Jhin,Seraphine,Darius,Briar,Ekko,Tristana,Leona,0.0,0.0,133542.0,237456.4,0.54,0.56,0
Renekton,Lillia,Yasuo,MissFortune,Yuumi,Zaahen,Nunu,Ahri,Caitlyn,Mel,0.0,0.0,134529.2,54224.8,0.46,0.56,1
Ashe,Chogath,Akali,Caitlyn,Morgana,Mordekaiser,Jax,Vex,Xayah,Anivia,0.0,0.0,108674.2,258397.2,0.62,0.36,1
Zaahen,Jax,Malzahar,Yunara,Karma,Akali,MasterYi,Lux,MissFortune,Senna,0.0,0.0,249007.8,305140.6,0.44,0.3,0
Darius,Kayn,Akali,MissFortune,Neeko,Mordekaiser,Shaco,Veigar,Ashe,Swain,0.0,0.0,414256.0,58415.2,0.6,0.4,1
Mordekaiser,Viego,Yasuo,Samira,Anivia,Vladimir,Warwick,Akali,MissFortune,Seraphine,0.0,0.0,96264.6,99589.2,0.5,0.46,0
Malphite,Nunu,Yasuo,Smolder,Lux,Heimerdinger,Briar,Veigar,Sylas,Seraphine,0.0,0.0,39603.2,122548.0,0.6,0.42,1
Garen,MasterYi,Naafiri,Draven,Pyke,Malphite,Teemo,Mel,MissFortune,Brand,0.0,0.0,63205.8,130340.0,0.48,0.56,0
Mordekaiser,Warwick,Mel,Xerath,Swain,Olaf,Shyvana,Leblanc,Jhin,Morgana,0.0,0.0,69130.2,34116.8,0.42,0.58,0
Mordekaiser,MasterYi,Ahri,Sivir,Renata,Warwick,Kayn,Akshan,Ziggs,Yuumi,0.0,0.0,536441.6,48484.4,0.5,0.3,0
Sett,Evelynn,Orianna,Samira,Ashe,Jax,Ambessa,Yone,Aphelios,Seraphine,0.0,0.0,186878.6,115492.0,0.54,0.56,0
Ashe,Malphite,Cassiopeia,Sivir,Pantheon,Irelia,MasterYi,Syndra,Jhin,Pyke,0.0,0.0,278198.4,568922.8,0.44,0.6,0
Nasus,Zaahen,Ahri,Caitlyn,Seraphine,Heimerdinger,DrMundo,Yasuo,MissFortune,Lissandra,0.0,0.0,44871.0,370104.4,0.54,0.355,0
DrMundo,Jax,Yorick,KogMaw,Sona,Illaoi,Shyvana,Leblanc,Draven,Leona,0.0,0.0,56813.8,96763.4,0.48,0.52,0
Nasus,Warwick,Morgana,Mel,Lux,TahmKench,Briar,Akshan,MissFortune,Senna,0.0,0.0,401288.8,72409.4,0.42,0.5,0
Sett,Volibear,Irelia,Caitlyn,Thresh,Renekton,Briar,Ahri,Tristana,Veigar,0.0,0.0,214670.4,595174.4,0.48,0.52,0
Shen,Briar,Heimerdinger,MissFortune,Maokai,Garen,MasterYi,Veigar,Ezreal,Xerath,0.0,0.0,1256426.0,234864.6,0.56,0.42,0
Ornn,XinZhao,Ziggs,MissFortune,Leona,Jax,FiddleSticks,Veigar,Vayne,Morgana,0.0,0.0,2515486.0,67419.6,0.48,0.42,0
Heimerdinger,Kayn,Katarina,Jhin,Thresh,Yone,Warwick,Lux,Sivir,Seraphine,0.0,0.0,98630.8,371060.4,0.52,0.54,1
Garen,Talon,Aurora,MissFortune,Morgana,Tryndamere,Hecarim,Galio,Xayah,Xerath,0.0,0.0,486226.8,23493.4,0.6,0.56,1
Gwen,Talon,Ahri,Ezreal,Zyra,Aatrox,Kayn,Qiyana,Jax,Garen,0.0,0.0,291835.0,946898.6,0.56,0.3,0
DrMundo,Kayn,Orianna,Twitch,Lux,Gwen,XinZhao,Zoe,Samira,Morgana,0.0,0.0,309730.4,330756.6,0.42,0.44,1
Mordekaiser,Malphite,Irelia,Ashe,Nami,Teemo,MasterYi,Vex,Kaisa,Yuumi,0.0,0.0,170327.2,165413.2,0.5,0.4,1
Garen,Rengar,Naafiri,Jhin,Seraphine,Kayle,JarvanIV,Swain,Samira,Soraka,0.0,0.0,43673.0,108576.6,0.62,0.38,0
Urgot,Shen,Garen,MissFortune,Karma,Jax,Zac,Sylas,Ezreal,Nami,0.0,0.0,211734.8,125259.6,0.56,0.44,1
Shen,Jax,Caitlyn,Vayne,Seraphine,Heimerdinger,Warwick,Veigar,Kaisa,Swain,0.0,0.0,180379.6,1196209.8,0.38,0.52,0
Aatrox,Diana,Qiyana,Jinx,Blitzcrank,Malphite,Khazix,Veigar,Jhin,Thresh,0.0,0.0,79417.2,68443.8,0.5,0.58,0
Yone,LeeSin,Malzahar,Twitch,Jhin,Warwick,Evelynn,Veigar,Akshan,Nautilus,0.0,0.0,135469.8,230066.2,0.36,0.4333,0
Teemo,Briar,Akshan,Smolder,Brand,Zed,Viego,Sylas,Caitlyn,Lux,0.0,0.0,206837.4,297795.2,0.5,0.52,0
Yasuo,Nocturne,Ahri,Caitlyn,Leona,Chogath,MasterYi,Sylas,Smolder,Lux,0.0,0.0,82070.6,133987.4,0.46,0.44,1
Darius,Shen,Fizz,Tristana,Nami,Sett,Volibear,Mel,Caitlyn,Lux,0.0,0.0,22063.6,156912.4,0.38,0.52,1
Vayne,Twitch,Neeko,Nilah,Morgana,Teemo,Talon,Akali,Jhin,Yuumi,0.0,0.0,160977.4,153301.6,0.36,0.44,1
Tryndamere,Nocturne,Veigar,Ashe,Soraka,TahmKench,Mordekaiser,Anivia,MissFortune,Nami,0.0,0.0,140156.8,158270.0,0.4,0.56,0
Garen,Warwick,Yasuo,Jhin,Morgana,Teemo,DrMundo,Fizz,Kaisa,Swain,0.0,0.0,189038.0,46297.4,0.42,0.42,1
Sett,Volibear,Yasuo,Xayah,Brand,Nasus,Viego,Veigar,Yunara,TahmKench,0.0,0.0,70169.0,115190.6,0.4429,0.5,0
Zaahen,Amumu,Veigar,Xayah,Yuumi,Aatrox,Nidalee,Fizz,Lucian,Nami,0.0,0.0,139606.0,65326.2,0.52,0.48,0
Shyvana,Warwick,Mel,Kaisa,Karma,Riven,Ekko,Lux,Draven,Shen,0.0,0.0,125833.2,25220.0,0.42,0.44,0
Yorick,Hecarim,AurelionSol,Samira,Teemo,Renekton,Kayn,Ahri,Caitlyn,Yuumi,0.0,0.0,251279.2,733807.4,0.54,0.48,0
Akali,Elise,Sylas,Smolder,Nami,Ryze,Teemo,Syndra,Ashe,Soraka,0.0,0.0,106634.0,175484.6,0.5,0.62,1
Gragas,Talon,Veigar,Caitlyn,Chogath,Sion,Viego,Katarina,Twitch,Pyke,0.0,0.0,61480.4,26866.2,0.48,0.42,0
Sett,Warwick,Fizz,Kaisa,Swain,Teemo,Trundle,Ahri,Lucian,Nami,0.0,0.0,109359.6,46687.0,0.46,0.32,1
MonkeyKing,Warwick,Veigar,Jinx,Blitzcrank,Teemo,Ekko,Vladimir,Vayne,Nautilus,0.0,0.0,67771.4,184751.6,0.46,0.42,0
MasterYi,Amumu,Malzahar,MissFortune,Nami,Yone,Jax,Brand,Vayne,Blitzcrank,0.0,0.0,82000.0,75735.6,0.6,0.44,1
Urgot,Kayn,Malzahar,Jhin,Pyke,Malphite,MasterYi,Ahri,Ezreal,Karma,0.0,0.0,110253.2,42321.4,0.4,0.5,1
Aatrox,Ekko,Irelia,Aphelios,TahmKench,Malphite,Volibear,Jhin,Caitlyn,Thresh,0.0,0.0,114776.2,150833.0,0.5444,0.54,1
Yasuo,Nocturne,Syndra,Jhin,Lux,Malphite,Kayn,Yone,MissFortune,Leona,0.0,0.0,238431.6,128026.4,0.46,0.62,0
Yone,Hecarim,Lissandra,Ashe,Morgana,Teemo,MasterYi,TwistedFate,Mel,Pantheon,0.0,0.0,488241.0,132550.6,0.5,0.44,0
Illaoi,Briar,Yasuo,MissFortune,Nautilus,Warwick,Rammus,Naafiri,Kayle,Seraphine,0.0,0.0,11944.0,18516.2,0.6,0.22,0
Garen,Nocturne,Yasuo,Ezreal,Nami,Kayle,Hecarim,Diana,Caitlyn,Thresh,0.0,0.0,77168.4,93310.2,0.4,0.5,0
Illaoi,Jax,Orianna,MissFortune,Morgana,Nasus,Trundle,Ahri,Samira,Lux,0.0,0.0,627213.4,35282.8,0.56,0.38,0
Volibear,Kayn,Veigar,Lucian,Soraka,Teemo,Chogath,Diana,Xayah,Pyke,0.0,0.0,441189.6,87843.0,0.46,0.44,0
Kennen,Mordekaiser,Katarina,Caitlyn,Malphite,Pantheon,Shyvana,Mel,MissFortune,Thresh,0.0,0.0,611588.4,572379.4,0.38,0.52,0
